Time results were received.,MD5 hash that hopefully uniquely identifies participant.,Controller name.,Item_number.,Element number.,Type.,gapping,argument_structure,Group.,Sentence (or sentence MD5).,Question (NULL if none).,Answer.,Whether or not answer was correct (NULL if N/A).,Time taken to answer.,Field name.,Field value.,Field name._02,Field value._02,Field name._03,Field value._03,Field name._04,Field value._04,Field name._05,Field value._05,Field name._06,Field value._06,Field name._07,Field value._07,Field name._08,ID,Field name._09,Field value._09,Field name._10,Field value._10
1630915679,0b326911048f1b4435d38fbda44860d9,AcceptabilityJudgment,118,0,locative-match-gap,gapping,match,26,Tyler splashed water on his face%2C and Taylor paint on her canvas.,NULL,5,NULL,3822,consent,yes,_REACTION_TIME_,21218,_REACTION_TIME_,7419,age,26,write_something,New York%0AVirginia ,gender,male,_REACTION_TIME_,25777,id,5f26660b85d14639077cdca4,id,5f26660b85d14639077cdca4,_REACTION_TIME_,14490
1630915679,0b326911048f1b4435d38fbda44860d9,AcceptabilityJudgment,96,0,locative-match-nogap,no_gapping,match,20,Joshua heaped salad on the plate%2C and Ashley heaped bread on the tray.,NULL,2,NULL,3868,consent,yes,_REACTION_TIME_,21218,_REACTION_TIME_,7419,age,26,write_something,New York%0AVirginia ,gender,male,_REACTION_TIME_,25777,id,5f26660b85d14639077cdca4,id,5f26660b85d14639077cdca4,_REACTION_TIME_,14490
1630915679,0b326911048f1b4435d38fbda44860d9,AcceptabilityJudgment,101,0,locative-mismatch-nogap,no_gapping,mismatch,21,The doctor injected the medication into Christopher’s spine%2C and the nurse injected Sarah’s arm with the vaccine.,NULL,5,NULL,7403,consent,yes,_REACTION_TIME_,21218,_REACTION_TIME_,7419,age,26,write_something,New York%0AVirginia ,gender,male,_REACTION_TIME_,25777,id,5f26660b85d14639077cdca4,id,5f26660b85d14639077cdca4,_REACTION_TIME_,14490
1630915679,0b326911048f1b4435d38fbda44860d9,AcceptabilityJudgment,91,0,locative-mismatch-gap,gapping,mismatch,19,Matthew daubed graffiti on the wall%2C and Madison the statue with paint.,NULL,3,NULL,1698,consent,yes,_REACTION_TIME_,21218,_REACTION_TIME_,7419,age,26,write_something,New York%0AVirginia ,gender,male,_REACTION_TIME_,25777,id,5f26660b85d14639077cdca4,id,5f26660b85d14639077cdca4,_REACTION_TIME_,14490
1630915679,0b326911048f1b4435d38fbda44860d9,AcceptabilityJudgment,134,0,locative-match-gap,gapping,match,30,John piled the pillows on the bed%2C and Abigail the cushions on the sofa.,NULL,5,NULL,3586,consent,yes,_REACTION_TIME_,21218,_REACTION_TIME_,7419,age,26,write_something,New York%0AVirginia ,gender,male,_REACTION_TIME_,25777,id,5f26660b85d14639077cdca4,id,5f26660b85d14639077cdca4,_REACTION_TIME_,14490
1630915679,0b326911048f1b4435d38fbda44860d9,AcceptabilityJudgment,144,0,locative-match-nogap,no_gapping,match,32,David stuffed the coins into his pocket%2C and Olivia stuffed the bills into her purse.,NULL,6,NULL,4489,consent,yes,_REACTION_TIME_,21218,_REACTION_TIME_,7419,age,26,write_something,New York%0AVirginia ,gender,male,_REACTION_TIME_,25777,id,5f26660b85d14639077cdca4,id,5f26660b85d14639077cdca4,_REACTION_TIME_,14490
1630915679,0b326911048f1b4435d38fbda44860d9,AcceptabilityJudgment,117,0,locative-mismatch-nogap,no_gapping,mismatch,25,Daniel smeared cream cheese on a bagel%2C and Elizabeth smeared a cracker with peanut butter.,NULL,6,NULL,3553,consent,yes,_REACTION_TIME_,21218,_REACTION_TIME_,7419,age,26,write_something,New York%0AVirginia ,gender,male,_REACTION_TIME_,25777,id,5f26660b85d14639077cdca4,id,5f26660b85d14639077cdca4,_REACTION_TIME_,14490
1630915679,0b326911048f1b4435d38fbda44860d9,AcceptabilityJudgment,123,0,locative-mismatch-gap,gapping,mismatch,27,William loaded the cargo onto the boat%2C and Lauren the truck with the sack.,NULL,2,NULL,5065,consent,yes,_REACTION_TIME_,21218,_REACTION_TIME_,7419,age,26,write_something,New York%0AVirginia ,gender,male,_REACTION_TIME_,25777,id,5f26660b85d14639077cdca4,id,5f26660b85d14639077cdca4,_REACTION_TIME_,14490
1630915679,0b326911048f1b4435d38fbda44860d9,AcceptabilityJudgment,102,0,locative-match-gap,gapping,match,22,Nicholas jammed clothes into the suitcase%2C and Alexis papers into the briefcase.,NULL,7,NULL,4118,consent,yes,_REACTION_TIME_,21218,_REACTION_TIME_,7419,age,26,write_something,New York%0AVirginia ,gender,male,_REACTION_TIME_,25777,id,5f26660b85d14639077cdca4,id,5f26660b85d14639077cdca4,_REACTION_TIME_,14490
1630916035,c2431b70f752f3fc4870e2b08862429a,AcceptabilityJudgment,124,0,locative-match-nogap,no_gapping,match,27,William loaded the cargo onto the boat%2C and Lauren loaded the sack onto the truck.,NULL,6,NULL,6064,consent,yes,_REACTION_TIME_,21347,_REACTION_TIME_,10576,age,27,write_something,Georgia ,gender,female,_REACTION_TIME_,24757,id,613583bb487eb60b892f735b,id,613583bb487eb60b892f735b,_REACTION_TIME_,24386
1630916035,c2431b70f752f3fc4870e2b08862429a,AcceptabilityJudgment,135,0,locative-mismatch-gap,gapping,mismatch,30,John piled the pillows on the bed%2C and Abigail the sofa with cushions.,NULL,4,NULL,9117,consent,yes,_REACTION_TIME_,21347,_REACTION_TIME_,10576,age,27,write_something,Georgia ,gender,female,_REACTION_TIME_,24757,id,613583bb487eb60b892f735b,id,613583bb487eb60b892f735b,_REACTION_TIME_,24386
1630916035,c2431b70f752f3fc4870e2b08862429a,AcceptabilityJudgment,113,0,locative-mismatch-nogap,no_gapping,mismatch,24,Joseph slathered sunscreen on his body%2C and Jessica slathered her face with moisturizer.,NULL,5,NULL,11348,consent,yes,_REACTION_TIME_,21347,_REACTION_TIME_,10576,age,27,write_something,Georgia ,gender,female,_REACTION_TIME_,24757,id,613583bb487eb60b892f735b,id,613583bb487eb60b892f735b,_REACTION_TIME_,24386
1630916035,c2431b70f752f3fc4870e2b08862429a,AcceptabilityJudgment,98,0,locative-match-gap,gapping,match,21,The doctor injected the medication into Christopher’s spine%2C and the nurse the vaccine into Sarah’s arm.,NULL,5,NULL,7106,consent,yes,_REACTION_TIME_,21347,_REACTION_TIME_,10576,age,27,write_something,Georgia ,gender,female,_REACTION_TIME_,24757,id,613583bb487eb60b892f735b,id,613583bb487eb60b892f735b,_REACTION_TIME_,24386
1630916035,c2431b70f752f3fc4870e2b08862429a,AcceptabilityJudgment,108,0,locative-match-nogap,no_gapping,match,23,Andrew packed camping gear into his duffel bag%2C and Samantha packed school supplies into her backpack.,NULL,5,NULL,6114,consent,yes,_REACTION_TIME_,21347,_REACTION_TIME_,10576,age,27,write_something,Georgia ,gender,female,_REACTION_TIME_,24757,id,613583bb487eb60b892f735b,id,613583bb487eb60b892f735b,_REACTION_TIME_,24386
1630916035,c2431b70f752f3fc4870e2b08862429a,AcceptabilityJudgment,119,0,locative-mismatch-gap,gapping,mismatch,26,Tyler splashed water on his face%2C and Taylor her canvas with paint.,NULL,4,NULL,7048,consent,yes,_REACTION_TIME_,21347,_REACTION_TIME_,10576,age,27,write_something,Georgia ,gender,female,_REACTION_TIME_,24757,id,613583bb487eb60b892f735b,id,613583bb487eb60b892f735b,_REACTION_TIME_,24386
1630916035,c2431b70f752f3fc4870e2b08862429a,AcceptabilityJudgment,97,0,locative-mismatch-nogap,no_gapping,mismatch,20,Joshua heaped salad on the plate%2C and Ashley heaped the tray with bread.,NULL,5,NULL,5837,consent,yes,_REACTION_TIME_,21347,_REACTION_TIME_,10576,age,27,write_something,Georgia ,gender,female,_REACTION_TIME_,24757,id,613583bb487eb60b892f735b,id,613583bb487eb60b892f735b,_REACTION_TIME_,24386
1630916035,c2431b70f752f3fc4870e2b08862429a,AcceptabilityJudgment,114,0,locative-match-gap,gapping,match,25,Daniel smeared cream cheese on a bagel%2C and Elizabeth peanut butter on a cracker.,NULL,5,NULL,3842,consent,yes,_REACTION_TIME_,21347,_REACTION_TIME_,10576,age,27,write_something,Georgia ,gender,female,_REACTION_TIME_,24757,id,613583bb487eb60b892f735b,id,613583bb487eb60b892f735b,_REACTION_TIME_,24386
1630916035,c2431b70f752f3fc4870e2b08862429a,AcceptabilityJudgment,92,0,locative-match-nogap,no_gapping,match,19,Matthew daubed graffiti on the wall%2C and Madison daubed paint on the statue.,NULL,5,NULL,5415,consent,yes,_REACTION_TIME_,21347,_REACTION_TIME_,10576,age,27,write_something,Georgia ,gender,female,_REACTION_TIME_,24757,id,613583bb487eb60b892f735b,id,613583bb487eb60b892f735b,_REACTION_TIME_,24386
1630916035,c2431b70f752f3fc4870e2b08862429a,AcceptabilityJudgment,87,0,locative-mismatch-gap,gapping,mismatch,18,Michael crammed food into his mouth%2C and Hannah her bag with books.,NULL,6,NULL,4082,consent,yes,_REACTION_TIME_,21347,_REACTION_TIME_,10576,age,27,write_something,Georgia ,gender,female,_REACTION_TIME_,24757,id,613583bb487eb60b892f735b,id,613583bb487eb60b892f735b,_REACTION_TIME_,24386
1630916035,c2431b70f752f3fc4870e2b08862429a,AcceptabilityJudgment,145,0,locative-mismatch-nogap,no_gapping,mismatch,32,David stuffed the coins into his pocket%2C and Olivia stuffed her purse with the bills.,NULL,4,NULL,5022,consent,yes,_REACTION_TIME_,21347,_REACTION_TIME_,10576,age,27,write_something,Georgia ,gender,female,_REACTION_TIME_,24757,id,613583bb487eb60b892f735b,id,613583bb487eb60b892f735b,_REACTION_TIME_,24386
1630916035,c2431b70f752f3fc4870e2b08862429a,AcceptabilityJudgment,82,0,locative-match-gap,gapping,match,17,Jacob brushed milk over the pastry%2C and Emily oil over the dough.,NULL,3,NULL,5225,consent,yes,_REACTION_TIME_,21347,_REACTION_TIME_,10576,age,27,write_something,Georgia ,gender,female,_REACTION_TIME_,24757,id,613583bb487eb60b892f735b,id,613583bb487eb60b892f735b,_REACTION_TIME_,24386
1630916035,c2431b70f752f3fc4870e2b08862429a,AcceptabilityJudgment,140,0,locative-match-nogap,no_gapping,match,31,Zachary scattered flower seeds over his front yard%2C and Brianna scattered garbage over her backyard.,NULL,2,NULL,7613,consent,yes,_REACTION_TIME_,21347,_REACTION_TIME_,10576,age,27,write_something,Georgia ,gender,female,_REACTION_TIME_,24757,id,613583bb487eb60b892f735b,id,613583bb487eb60b892f735b,_REACTION_TIME_,24386
1630916035,c2431b70f752f3fc4870e2b08862429a,AcceptabilityJudgment,103,0,locative-mismatch-gap,gapping,mismatch,22,Nicholas jammed clothes into the suitcase%2C and Alexis the briefcase with papers.,NULL,6,NULL,4709,consent,yes,_REACTION_TIME_,21347,_REACTION_TIME_,10576,age,27,write_something,Georgia ,gender,female,_REACTION_TIME_,24757,id,613583bb487eb60b892f735b,id,613583bb487eb60b892f735b,_REACTION_TIME_,24386
1630916035,c2431b70f752f3fc4870e2b08862429a,AcceptabilityJudgment,129,0,locative-mismatch-nogap,no_gapping,mismatch,28,Brandon sprinkled salt over the meat%2C and Alyssa sprinkled the cake with sugar.,NULL,6,NULL,6574,consent,yes,_REACTION_TIME_,21347,_REACTION_TIME_,10576,age,27,write_something,Georgia ,gender,female,_REACTION_TIME_,24757,id,613583bb487eb60b892f735b,id,613583bb487eb60b892f735b,_REACTION_TIME_,24386
1630916035,c2431b70f752f3fc4870e2b08862429a,AcceptabilityJudgment,130,0,locative-match-gap,gapping,match,29,Ryan sprayed disinfectant on the tables%2C and Kayla pesticide on the flowers.,NULL,5,NULL,5576,consent,yes,_REACTION_TIME_,21347,_REACTION_TIME_,10576,age,27,write_something,Georgia ,gender,female,_REACTION_TIME_,24757,id,613583bb487eb60b892f735b,id,613583bb487eb60b892f735b,_REACTION_TIME_,24386
1630916200,4618dc953b6299dc1f5f25952e048283,AcceptabilityJudgment,121,0,locative-mismatch-nogap,no_gapping,mismatch,26,Tyler splashed water on his face%2C and Taylor splashed her canvas with paint.,NULL,6,NULL,8692,consent,yes,_REACTION_TIME_,69881,_REACTION_TIME_,1645,age,30,write_something,England,gender,male,_REACTION_TIME_,21253,id,5ebd9f266c113a0c16edc468,id,5ebd9f266c113a0c16edc468,_REACTION_TIME_,10841
1630916200,4618dc953b6299dc1f5f25952e048283,AcceptabilityJudgment,138,0,locative-match-gap,gapping,match,31,Zachary scattered flower seeds over his front yard%2C and Brianna garbage over her backyard.,NULL,3,NULL,8777,consent,yes,_REACTION_TIME_,69881,_REACTION_TIME_,1645,age,30,write_something,England,gender,male,_REACTION_TIME_,21253,id,5ebd9f266c113a0c16edc468,id,5ebd9f266c113a0c16edc468,_REACTION_TIME_,10841
1630916200,4618dc953b6299dc1f5f25952e048283,AcceptabilityJudgment,100,0,locative-match-nogap,no_gapping,match,21,The doctor injected the medication into Christopher’s spine%2C and the nurse injected the vaccine into Sarah’s arm.,NULL,7,NULL,9082,consent,yes,_REACTION_TIME_,69881,_REACTION_TIME_,1645,age,30,write_something,England,gender,male,_REACTION_TIME_,21253,id,5ebd9f266c113a0c16edc468,id,5ebd9f266c113a0c16edc468,_REACTION_TIME_,10841
1630916200,4618dc953b6299dc1f5f25952e048283,AcceptabilityJudgment,143,0,locative-mismatch-gap,gapping,mismatch,32,David stuffed the coins into his pocket%2C and Olivia her purse with the bills.,NULL,7,NULL,6337,consent,yes,_REACTION_TIME_,69881,_REACTION_TIME_,1645,age,30,write_something,England,gender,male,_REACTION_TIME_,21253,id,5ebd9f266c113a0c16edc468,id,5ebd9f266c113a0c16edc468,_REACTION_TIME_,10841
1630916200,4618dc953b6299dc1f5f25952e048283,AcceptabilityJudgment,137,0,locative-mismatch-nogap,no_gapping,mismatch,30,John piled the pillows on the bed%2C and Abigail piled the sofa with cushions.,NULL,7,NULL,87769,consent,yes,_REACTION_TIME_,69881,_REACTION_TIME_,1645,age,30,write_something,England,gender,male,_REACTION_TIME_,21253,id,5ebd9f266c113a0c16edc468,id,5ebd9f266c113a0c16edc468,_REACTION_TIME_,10841
1630916200,4618dc953b6299dc1f5f25952e048283,AcceptabilityJudgment,106,0,locative-match-gap,gapping,match,23,Andrew packed camping gear into his duffel bag%2C and Samantha school supplies into her backpack.,NULL,7,NULL,3482,consent,yes,_REACTION_TIME_,69881,_REACTION_TIME_,1645,age,30,write_something,England,gender,male,_REACTION_TIME_,21253,id,5ebd9f266c113a0c16edc468,id,5ebd9f266c113a0c16edc468,_REACTION_TIME_,10841
1630916200,4618dc953b6299dc1f5f25952e048283,AcceptabilityJudgment,116,0,locative-match-nogap,no_gapping,match,25,Daniel smeared cream cheese on a bagel%2C and Elizabeth smeared peanut butter on a cracker.,NULL,7,NULL,4150,consent,yes,_REACTION_TIME_,69881,_REACTION_TIME_,1645,age,30,write_something,England,gender,male,_REACTION_TIME_,21253,id,5ebd9f266c113a0c16edc468,id,5ebd9f266c113a0c16edc468,_REACTION_TIME_,10841
1630916200,4618dc953b6299dc1f5f25952e048283,AcceptabilityJudgment,95,0,locative-mismatch-gap,gapping,mismatch,20,Joshua heaped salad on the plate%2C and Ashley the tray with bread.,NULL,1,NULL,40399,consent,yes,_REACTION_TIME_,69881,_REACTION_TIME_,1645,age,30,write_something,England,gender,male,_REACTION_TIME_,21253,id,5ebd9f266c113a0c16edc468,id,5ebd9f266c113a0c16edc468,_REACTION_TIME_,10841
1630916200,4618dc953b6299dc1f5f25952e048283,AcceptabilityJudgment,105,0,locative-mismatch-nogap,no_gapping,mismatch,22,Nicholas jammed clothes into the suitcase%2C and Alexis jammed the briefcase with papers.,NULL,1,NULL,26116,consent,yes,_REACTION_TIME_,69881,_REACTION_TIME_,1645,age,30,write_something,England,gender,male,_REACTION_TIME_,21253,id,5ebd9f266c113a0c16edc468,id,5ebd9f266c113a0c16edc468,_REACTION_TIME_,10841
1630916200,4618dc953b6299dc1f5f25952e048283,AcceptabilityJudgment,90,0,locative-match-gap,gapping,match,19,Matthew daubed graffiti on the wall%2C and Madison paint on the statue.,NULL,3,NULL,5434,consent,yes,_REACTION_TIME_,69881,_REACTION_TIME_,1645,age,30,write_something,England,gender,male,_REACTION_TIME_,21253,id,5ebd9f266c113a0c16edc468,id,5ebd9f266c113a0c16edc468,_REACTION_TIME_,10841
1630916200,4618dc953b6299dc1f5f25952e048283,AcceptabilityJudgment,132,0,locative-match-nogap,no_gapping,match,29,Ryan sprayed disinfectant on the tables%2C and Kayla sprayed pesticide on the flowers.,NULL,7,NULL,7287,consent,yes,_REACTION_TIME_,69881,_REACTION_TIME_,1645,age,30,write_something,England,gender,male,_REACTION_TIME_,21253,id,5ebd9f266c113a0c16edc468,id,5ebd9f266c113a0c16edc468,_REACTION_TIME_,10841
