Time results were received.,MD5 hash that hopefully uniquely identifies participant.,Controller name.,Item_number.,Element number.,Type.,match_cond,second_conjunct_arg,Group.,Sentence (or sentence MD5).,Question (NULL if none).,Answer.,Whether or not answer was correct (NULL if N/A).,Time taken to answer.,Field name.,Field value.,Field name._02,Field value._02,Field name._03,Field value._03,Field name._04,ID,Field name._05,Field value._05,Field name._06,Field value._06
1624523305,c7c95b0f1489e5075a5ac7e45fbe3c6a,AcceptabilityJudgment,300,0,dative-mismatch1,mismatch,DO,71,Austin promised a banquet to the team%2C and Sydney the crew a bonus.,NULL,5,NULL,2480,consent,yes,_REACTION_TIME_,47429,_REACTION_TIME_,3854,id,60d32756306145d9a7421191,id,60d32756306145d9a7421191,_REACTION_TIME_,12351
1624523305,c7c95b0f1489e5075a5ac7e45fbe3c6a,AcceptabilityJudgment,306,0,dative-match1,match,PP,73,Ethan rented the house to the family%2C and Morgan the room to the couple.,NULL,6,NULL,2970,consent,yes,_REACTION_TIME_,47429,_REACTION_TIME_,3854,id,60d32756306145d9a7421191,id,60d32756306145d9a7421191,_REACTION_TIME_,12351
1624523305,c7c95b0f1489e5075a5ac7e45fbe3c6a,AcceptabilityJudgment,289,0,dative-mismatch2,mismatch,PP,68,Alexander passed his wife the salt%2C and Victoria the pepper to her husband.,NULL,6,NULL,2190,consent,yes,_REACTION_TIME_,47429,_REACTION_TIME_,3854,id,60d32756306145d9a7421191,id,60d32756306145d9a7421191,_REACTION_TIME_,12351
1624523305,c7c95b0f1489e5075a5ac7e45fbe3c6a,AcceptabilityJudgment,279,0,dative-match2,match,DO,66,James handed the receptionist the key%2C and Megan the driver the suitcase.,NULL,6,NULL,4005,consent,yes,_REACTION_TIME_,47429,_REACTION_TIME_,3854,id,60d32756306145d9a7421191,id,60d32756306145d9a7421191,_REACTION_TIME_,12351
1624523305,c7c95b0f1489e5075a5ac7e45fbe3c6a,AcceptabilityJudgment,316,0,dative-mismatch1,mismatch,DO,75,Noah sold his bike to his neighbor%2C and Jasmine her roommate her car.,NULL,2,NULL,4894,consent,yes,_REACTION_TIME_,47429,_REACTION_TIME_,3854,id,60d32756306145d9a7421191,id,60d32756306145d9a7421191,_REACTION_TIME_,12351
1624523305,c7c95b0f1489e5075a5ac7e45fbe3c6a,AcceptabilityJudgment,322,0,dative-match1,match,PP,77,Robert offered a discount to the customer%2C and Julia a refund to the guest.,NULL,7,NULL,2879,consent,yes,_REACTION_TIME_,47429,_REACTION_TIME_,3854,id,60d32756306145d9a7421191,id,60d32756306145d9a7421191,_REACTION_TIME_,12351
1624523402,827b59b8f7aa1424d1e6a0c4a82d35f1,AcceptabilityJudgment,294,0,dative-match1,match,PP,70,Christian sent a card to his grandfather%2C and Anna flowers to her grandmother.,NULL,6,NULL,5453,consent,yes,_REACTION_TIME_,72789,_REACTION_TIME_,9589,id,5eeadfc8f9a5a9206e2a5841,id,5eeadfc8f9a5a9206e2a5841,_REACTION_TIME_,11111
1624523402,827b59b8f7aa1424d1e6a0c4a82d35f1,AcceptabilityJudgment,293,0,dative-mismatch2,mismatch,PP,69,Jonathan bequeathed his son the land%2C and Rachel the mansion to her daughter.,NULL,2,NULL,4763,consent,yes,_REACTION_TIME_,72789,_REACTION_TIME_,9589,id,5eeadfc8f9a5a9206e2a5841,id,5eeadfc8f9a5a9206e2a5841,_REACTION_TIME_,11111
1624523402,827b59b8f7aa1424d1e6a0c4a82d35f1,AcceptabilityJudgment,304,0,dative-mismatch1,mismatch,DO,72,Dylan mailed the catalogues to the buyers%2C and Destiny the clients the brochures.,NULL,1,NULL,4902,consent,yes,_REACTION_TIME_,72789,_REACTION_TIME_,9589,id,5eeadfc8f9a5a9206e2a5841,id,5eeadfc8f9a5a9206e2a5841,_REACTION_TIME_,11111
1624523402,827b59b8f7aa1424d1e6a0c4a82d35f1,AcceptabilityJudgment,299,0,dative-match2,match,DO,71,Austin promised the team a banquet%2C and Sydney the crew a bonus.,NULL,2,NULL,4121,consent,yes,_REACTION_TIME_,72789,_REACTION_TIME_,9589,id,5eeadfc8f9a5a9206e2a5841,id,5eeadfc8f9a5a9206e2a5841,_REACTION_TIME_,11111
1624523402,827b59b8f7aa1424d1e6a0c4a82d35f1,AcceptabilityJudgment,326,0,dative-match1,match,PP,78,Nathan threw a ball to the boy%2C and Kaitlyn a Frisbee to the dog.,NULL,3,NULL,4556,consent,yes,_REACTION_TIME_,72789,_REACTION_TIME_,9589,id,5eeadfc8f9a5a9206e2a5841,id,5eeadfc8f9a5a9206e2a5841,_REACTION_TIME_,11111
1624523402,827b59b8f7aa1424d1e6a0c4a82d35f1,AcceptabilityJudgment,277,0,dative-mismatch2,mismatch,PP,65,Anthony gave his nephew a book%2C and Emma a doll to her niece.,NULL,2,NULL,3222,consent,yes,_REACTION_TIME_,72789,_REACTION_TIME_,9589,id,5eeadfc8f9a5a9206e2a5841,id,5eeadfc8f9a5a9206e2a5841,_REACTION_TIME_,11111
1624523402,827b59b8f7aa1424d1e6a0c4a82d35f1,AcceptabilityJudgment,336,0,dative-mismatch1,mismatch,DO,80,Kevin taught English to the adults%2C and Amanda the children Spanish.,NULL,2,NULL,4239,consent,yes,_REACTION_TIME_,72789,_REACTION_TIME_,9589,id,5eeadfc8f9a5a9206e2a5841,id,5eeadfc8f9a5a9206e2a5841,_REACTION_TIME_,11111
1624523402,827b59b8f7aa1424d1e6a0c4a82d35f1,AcceptabilityJudgment,315,0,dative-match2,match,DO,75,Noah sold his neighbor his bike%2C and Jasmine her roommate her car.,NULL,2,NULL,4011,consent,yes,_REACTION_TIME_,72789,_REACTION_TIME_,9589,id,5eeadfc8f9a5a9206e2a5841,id,5eeadfc8f9a5a9206e2a5841,_REACTION_TIME_,11111
1624523402,827b59b8f7aa1424d1e6a0c4a82d35f1,AcceptabilityJudgment,310,0,dative-match1,match,PP,74,Benjamin tossed his wallet to his girlfriend%2C and Jennifer her bag to her boyfriend.,NULL,5,NULL,5628,consent,yes,_REACTION_TIME_,72789,_REACTION_TIME_,9589,id,5eeadfc8f9a5a9206e2a5841,id,5eeadfc8f9a5a9206e2a5841,_REACTION_TIME_,11111
1624523402,827b59b8f7aa1424d1e6a0c4a82d35f1,AcceptabilityJudgment,325,0,dative-mismatch2,mismatch,PP,77,Robert offered the customer a discount%2C and Julia a refund to the guest.,NULL,3,NULL,3142,consent,yes,_REACTION_TIME_,72789,_REACTION_TIME_,9589,id,5eeadfc8f9a5a9206e2a5841,id,5eeadfc8f9a5a9206e2a5841,_REACTION_TIME_,11111
1624523402,827b59b8f7aa1424d1e6a0c4a82d35f1,AcceptabilityJudgment,288,0,dative-mismatch1,mismatch,DO,68,Alexander passed the salt to his wife%2C and Victoria her husband the pepper.,NULL,3,NULL,2760,consent,yes,_REACTION_TIME_,72789,_REACTION_TIME_,9589,id,5eeadfc8f9a5a9206e2a5841,id,5eeadfc8f9a5a9206e2a5841,_REACTION_TIME_,11111
1624523402,827b59b8f7aa1424d1e6a0c4a82d35f1,AcceptabilityJudgment,331,0,dative-match2,match,DO,79,Cameron told his friends the story%2C and Nicole her parents the news.,NULL,4,NULL,3761,consent,yes,_REACTION_TIME_,72789,_REACTION_TIME_,9589,id,5eeadfc8f9a5a9206e2a5841,id,5eeadfc8f9a5a9206e2a5841,_REACTION_TIME_,11111
1624523402,827b59b8f7aa1424d1e6a0c4a82d35f1,AcceptabilityJudgment,278,0,dative-match1,match,PP,66,James handed the key to the receptionist%2C and Megan the suitcase to the driver.,NULL,2,NULL,3406,consent,yes,_REACTION_TIME_,72789,_REACTION_TIME_,9589,id,5eeadfc8f9a5a9206e2a5841,id,5eeadfc8f9a5a9206e2a5841,_REACTION_TIME_,11111
1624523402,827b59b8f7aa1424d1e6a0c4a82d35f1,AcceptabilityJudgment,309,0,dative-mismatch2,mismatch,PP,73,Ethan rented the family the house%2C and Morgan the room to the couple.,NULL,3,NULL,3030,consent,yes,_REACTION_TIME_,72789,_REACTION_TIME_,9589,id,5eeadfc8f9a5a9206e2a5841,id,5eeadfc8f9a5a9206e2a5841,_REACTION_TIME_,11111
1624523402,827b59b8f7aa1424d1e6a0c4a82d35f1,AcceptabilityJudgment,320,0,dative-mismatch1,mismatch,DO,76,Samuel read the letter to his father%2C and Haley her mother the poem.,NULL,3,NULL,5428,consent,yes,_REACTION_TIME_,72789,_REACTION_TIME_,9589,id,5eeadfc8f9a5a9206e2a5841,id,5eeadfc8f9a5a9206e2a5841,_REACTION_TIME_,11111
1624523402,827b59b8f7aa1424d1e6a0c4a82d35f1,AcceptabilityJudgment,283,0,dative-match2,match,DO,67,Justin lent his brother his car%2C and Grace her sister her bicycle.,NULL,4,NULL,2273,consent,yes,_REACTION_TIME_,72789,_REACTION_TIME_,9589,id,5eeadfc8f9a5a9206e2a5841,id,5eeadfc8f9a5a9206e2a5841,_REACTION_TIME_,11111
1624523649,0a1d3de43bb2a79de66025fcf8b18a54,AcceptabilityJudgment,275,0,dative-match2,match,DO,65,Anthony gave his nephew a book%2C and Emma her niece a doll.,NULL,7,NULL,4122,consent,yes,_REACTION_TIME_,15612,_REACTION_TIME_,38913,id,60d0438da6b56924080fc16d,id,60d0438da6b56924080fc16d,_REACTION_TIME_,14270
1624523649,0a1d3de43bb2a79de66025fcf8b18a54,AcceptabilityJudgment,301,0,dative-mismatch2,mismatch,PP,71,Austin promised the team a banquet%2C and Sydney a bonus to the crew.,NULL,5,NULL,3134,consent,yes,_REACTION_TIME_,15612,_REACTION_TIME_,38913,id,60d0438da6b56924080fc16d,id,60d0438da6b56924080fc16d,_REACTION_TIME_,14270
1624523649,0a1d3de43bb2a79de66025fcf8b18a54,AcceptabilityJudgment,318,0,dative-match1,match,PP,76,Samuel read the letter to his father%2C and Haley the poem to her mother.,NULL,4,NULL,3136,consent,yes,_REACTION_TIME_,15612,_REACTION_TIME_,38913,id,60d0438da6b56924080fc16d,id,60d0438da6b56924080fc16d,_REACTION_TIME_,14270
1624523649,0a1d3de43bb2a79de66025fcf8b18a54,AcceptabilityJudgment,312,0,dative-mismatch1,mismatch,DO,74,Benjamin tossed his wallet to his girlfriend%2C and Jennifer her boyfriend her bag.,NULL,5,NULL,10036,consent,yes,_REACTION_TIME_,15612,_REACTION_TIME_,38913,id,60d0438da6b56924080fc16d,id,60d0438da6b56924080fc16d,_REACTION_TIME_,14270
1624523649,0a1d3de43bb2a79de66025fcf8b18a54,AcceptabilityJudgment,323,0,dative-match2,match,DO,77,Robert offered the customer a discount%2C and Julia the guest a refund.,NULL,4,NULL,3572,consent,yes,_REACTION_TIME_,15612,_REACTION_TIME_,38913,id,60d0438da6b56924080fc16d,id,60d0438da6b56924080fc16d,_REACTION_TIME_,14270
1624523649,0a1d3de43bb2a79de66025fcf8b18a54,AcceptabilityJudgment,333,0,dative-mismatch2,mismatch,PP,79,Cameron told his friends the story%2C and Nicole the news to her parents.,NULL,5,NULL,3116,consent,yes,_REACTION_TIME_,15612,_REACTION_TIME_,38913,id,60d0438da6b56924080fc16d,id,60d0438da6b56924080fc16d,_REACTION_TIME_,14270
1624523649,0a1d3de43bb2a79de66025fcf8b18a54,AcceptabilityJudgment,286,0,dative-match1,match,PP,68,Alexander passed the salt to his wife%2C and Victoria the pepper to her husband.,NULL,4,NULL,9877,consent,yes,_REACTION_TIME_,15612,_REACTION_TIME_,38913,id,60d0438da6b56924080fc16d,id,60d0438da6b56924080fc16d,_REACTION_TIME_,14270
1624523649,0a1d3de43bb2a79de66025fcf8b18a54,AcceptabilityJudgment,296,0,dative-mismatch1,mismatch,DO,70,Christian sent a card to his grandfather%2C and Anna her grandmother flowers.,NULL,5,NULL,1660,consent,yes,_REACTION_TIME_,15612,_REACTION_TIME_,38913,id,60d0438da6b56924080fc16d,id,60d0438da6b56924080fc16d,_REACTION_TIME_,14270
1624523649,0a1d3de43bb2a79de66025fcf8b18a54,AcceptabilityJudgment,307,0,dative-match2,match,DO,73,Ethan rented the family the house%2C and Morgan the couple the room.,NULL,3,NULL,1180,consent,yes,_REACTION_TIME_,15612,_REACTION_TIME_,38913,id,60d0438da6b56924080fc16d,id,60d0438da6b56924080fc16d,_REACTION_TIME_,14270
1624523649,0a1d3de43bb2a79de66025fcf8b18a54,AcceptabilityJudgment,317,0,dative-mismatch2,mismatch,PP,75,Noah sold his neighbor his bike%2C and Jasmine her car to her roommate.,NULL,5,NULL,2232,consent,yes,_REACTION_TIME_,15612,_REACTION_TIME_,38913,id,60d0438da6b56924080fc16d,id,60d0438da6b56924080fc16d,_REACTION_TIME_,14270
1624523649,0a1d3de43bb2a79de66025fcf8b18a54,AcceptabilityJudgment,334,0,dative-match1,match,PP,80,Kevin taught English to the adults%2C and Amanda Spanish to the children.,NULL,5,NULL,1712,consent,yes,_REACTION_TIME_,15612,_REACTION_TIME_,38913,id,60d0438da6b56924080fc16d,id,60d0438da6b56924080fc16d,_REACTION_TIME_,14270
1624523649,0a1d3de43bb2a79de66025fcf8b18a54,AcceptabilityJudgment,328,0,dative-mismatch1,mismatch,DO,78,Nathan threw a ball to the boy%2C and Kaitlyn the dog a Frisbee.,NULL,3,NULL,1584,consent,yes,_REACTION_TIME_,15612,_REACTION_TIME_,38913,id,60d0438da6b56924080fc16d,id,60d0438da6b56924080fc16d,_REACTION_TIME_,14270
1624523649,0a1d3de43bb2a79de66025fcf8b18a54,AcceptabilityJudgment,291,0,dative-match2,match,DO,69,Jonathan bequeathed his son the land%2C and Rachel her daughter the mansion.,NULL,5,NULL,2852,consent,yes,_REACTION_TIME_,15612,_REACTION_TIME_,38913,id,60d0438da6b56924080fc16d,id,60d0438da6b56924080fc16d,_REACTION_TIME_,14270
1624523649,0a1d3de43bb2a79de66025fcf8b18a54,AcceptabilityJudgment,285,0,dative-mismatch2,mismatch,PP,67,Justin lent his brother his car%2C and Grace her bicycle to her sister.,NULL,3,NULL,1659,consent,yes,_REACTION_TIME_,15612,_REACTION_TIME_,38913,id,60d0438da6b56924080fc16d,id,60d0438da6b56924080fc16d,_REACTION_TIME_,14270
1624523649,0a1d3de43bb2a79de66025fcf8b18a54,AcceptabilityJudgment,302,0,dative-match1,match,PP,72,Dylan mailed the catalogues to the buyers%2C and Destiny the brochures to the clients.,NULL,5,NULL,2156,consent,yes,_REACTION_TIME_,15612,_REACTION_TIME_,38913,id,60d0438da6b56924080fc16d,id,60d0438da6b56924080fc16d,_REACTION_TIME_,14270
1624523649,0a1d3de43bb2a79de66025fcf8b18a54,AcceptabilityJudgment,280,0,dative-mismatch1,mismatch,DO,66,James handed the key to the receptionist%2C and Megan the driver the suitcase.,NULL,4,NULL,1991,consent,yes,_REACTION_TIME_,15612,_REACTION_TIME_,38913,id,60d0438da6b56924080fc16d,id,60d0438da6b56924080fc16d,_REACTION_TIME_,14270
1624523796,8bc754de9a48f4a894a82e8ae895835c,AcceptabilityJudgment,314,0,dative-match1,match,PP,75,Noah sold his bike to his neighbor%2C and Jasmine her car to her roommate.,NULL,7,NULL,4101,consent,yes,_REACTION_TIME_,39743,_REACTION_TIME_,8380,id,5e538fde80cd09390e87bbc3,id,5e538fde80cd09390e87bbc3,_REACTION_TIME_,9211
1624523796,8bc754de9a48f4a894a82e8ae895835c,AcceptabilityJudgment,319,0,dative-match2,match,DO,76,Samuel read his father the letter%2C and Haley her mother the poem.,NULL,6,NULL,5666,consent,yes,_REACTION_TIME_,39743,_REACTION_TIME_,8380,id,5e538fde80cd09390e87bbc3,id,5e538fde80cd09390e87bbc3,_REACTION_TIME_,9211
1624523796,8bc754de9a48f4a894a82e8ae895835c,AcceptabilityJudgment,308,0,dative-mismatch1,mismatch,DO,73,Ethan rented the house to the family%2C and Morgan the couple the room.,NULL,4,NULL,7409,consent,yes,_REACTION_TIME_,39743,_REACTION_TIME_,8380,id,5e538fde80cd09390e87bbc3,id,5e538fde80cd09390e87bbc3,_REACTION_TIME_,9211
1624523796,8bc754de9a48f4a894a82e8ae895835c,AcceptabilityJudgment,313,0,dative-mismatch2,mismatch,PP,74,Benjamin tossed his girlfriend his wallet%2C and Jennifer her bag to her boyfriend.,NULL,7,NULL,5800,consent,yes,_REACTION_TIME_,39743,_REACTION_TIME_,8380,id,5e538fde80cd09390e87bbc3,id,5e538fde80cd09390e87bbc3,_REACTION_TIME_,9211
1624523796,8bc754de9a48f4a894a82e8ae895835c,AcceptabilityJudgment,330,0,dative-match1,match,PP,79,Cameron told the story to his friends%2C and Nicole the news to her parents.,NULL,7,NULL,4647,consent,yes,_REACTION_TIME_,39743,_REACTION_TIME_,8380,id,5e538fde80cd09390e87bbc3,id,5e538fde80cd09390e87bbc3,_REACTION_TIME_,9211
1624523796,8bc754de9a48f4a894a82e8ae895835c,AcceptabilityJudgment,335,0,dative-match2,match,DO,80,Kevin taught the adults English%2C and Amanda the children Spanish.,NULL,7,NULL,3082,consent,yes,_REACTION_TIME_,39743,_REACTION_TIME_,8380,id,5e538fde80cd09390e87bbc3,id,5e538fde80cd09390e87bbc3,_REACTION_TIME_,9211
1624523796,8bc754de9a48f4a894a82e8ae895835c,AcceptabilityJudgment,324,0,dative-mismatch1,mismatch,DO,77,Robert offered a discount to the customer%2C and Julia the guest a refund.,NULL,6,NULL,5442,consent,yes,_REACTION_TIME_,39743,_REACTION_TIME_,8380,id,5e538fde80cd09390e87bbc3,id,5e538fde80cd09390e87bbc3,_REACTION_TIME_,9211
1624523796,8bc754de9a48f4a894a82e8ae895835c,AcceptabilityJudgment,297,0,dative-mismatch2,mismatch,PP,70,Christian sent his grandfather a card%2C and Anna flowers to her grandmother.,NULL,7,NULL,3808,consent,yes,_REACTION_TIME_,39743,_REACTION_TIME_,8380,id,5e538fde80cd09390e87bbc3,id,5e538fde80cd09390e87bbc3,_REACTION_TIME_,9211
1624523796,8bc754de9a48f4a894a82e8ae895835c,AcceptabilityJudgment,282,0,dative-match1,match,PP,67,Justin lent his car to his brother%2C and Grace her bicycle to her sister.,NULL,7,NULL,2445,consent,yes,_REACTION_TIME_,39743,_REACTION_TIME_,8380,id,5e538fde80cd09390e87bbc3,id,5e538fde80cd09390e87bbc3,_REACTION_TIME_,9211
1624523796,8bc754de9a48f4a894a82e8ae895835c,AcceptabilityJudgment,303,0,dative-match2,match,DO,72,Dylan mailed the buyers the catalogues%2C and Destiny the clients the brochures.,NULL,7,NULL,4341,consent,yes,_REACTION_TIME_,39743,_REACTION_TIME_,8380,id,5e538fde80cd09390e87bbc3,id,5e538fde80cd09390e87bbc3,_REACTION_TIME_,9211
1624523796,8bc754de9a48f4a894a82e8ae895835c,AcceptabilityJudgment,292,0,dative-mismatch1,mismatch,DO,69,Jonathan bequeathed the land to his son%2C and Rachel her daughter the mansion.,NULL,5,NULL,5512,consent,yes,_REACTION_TIME_,39743,_REACTION_TIME_,8380,id,5e538fde80cd09390e87bbc3,id,5e538fde80cd09390e87bbc3,_REACTION_TIME_,9211
1624523796,8bc754de9a48f4a894a82e8ae895835c,AcceptabilityJudgment,281,0,dative-mismatch2,mismatch,PP,66,James handed the receptionist the key%2C and Megan the suitcase to the driver.,NULL,7,NULL,4141,consent,yes,_REACTION_TIME_,39743,_REACTION_TIME_,8380,id,5e538fde80cd09390e87bbc3,id,5e538fde80cd09390e87bbc3,_REACTION_TIME_,9211
1624523796,8bc754de9a48f4a894a82e8ae895835c,AcceptabilityJudgment,298,0,dative-match1,match,PP,71,Austin promised a banquet to the team%2C and Sydney a bonus to the crew.,NULL,7,NULL,4687,consent,yes,_REACTION_TIME_,39743,_REACTION_TIME_,8380,id,5e538fde80cd09390e87bbc3,id,5e538fde80cd09390e87bbc3,_REACTION_TIME_,9211
1624523796,8bc754de9a48f4a894a82e8ae895835c,AcceptabilityJudgment,287,0,dative-match2,match,DO,68,Alexander passed his wife the salt%2C and Victoria her husband the pepper.,NULL,5,NULL,1880,consent,yes,_REACTION_TIME_,39743,_REACTION_TIME_,8380,id,5e538fde80cd09390e87bbc3,id,5e538fde80cd09390e87bbc3,_REACTION_TIME_,9211
1624523796,8bc754de9a48f4a894a82e8ae895835c,AcceptabilityJudgment,276,0,dative-mismatch1,mismatch,DO,65,Anthony gave a book to his nephew%2C and Emma her niece a doll.,NULL,7,NULL,4122,consent,yes,_REACTION_TIME_,39743,_REACTION_TIME_,8380,id,5e538fde80cd09390e87bbc3,id,5e538fde80cd09390e87bbc3,_REACTION_TIME_,9211
1624523796,8bc754de9a48f4a894a82e8ae895835c,AcceptabilityJudgment,329,0,dative-mismatch2,mismatch,PP,78,Nathan threw the boy a ball%2C and Kaitlyn a Frisbee to the dog.,NULL,6,NULL,4125,consent,yes,_REACTION_TIME_,39743,_REACTION_TIME_,8380,id,5e538fde80cd09390e87bbc3,id,5e538fde80cd09390e87bbc3,_REACTION_TIME_,9211
1624526294,79d1b95f4e081a7c4748ad63130792af,AcceptabilityJudgment,304,0,dative-mismatch1,mismatch,DO,72,Dylan mailed the catalogues to the buyers%2C and Destiny the clients the brochures.,NULL,1,NULL,4875,consent,yes,_REACTION_TIME_,12443,_REACTION_TIME_,10028,id,561068b07ffc8a0012811421,id,561068b07ffc8a0012811421,_REACTION_TIME_,7731
1624526294,79d1b95f4e081a7c4748ad63130792af,AcceptabilityJudgment,310,0,dative-match1,match,PP,74,Benjamin tossed his wallet to his girlfriend%2C and Jennifer her bag to her boyfriend.,NULL,3,NULL,5462,consent,yes,_REACTION_TIME_,12443,_REACTION_TIME_,10028,id,561068b07ffc8a0012811421,id,561068b07ffc8a0012811421,_REACTION_TIME_,7731
1624526294,79d1b95f4e081a7c4748ad63130792af,AcceptabilityJudgment,325,0,dative-mismatch2,mismatch,PP,77,Robert offered the customer a discount%2C and Julia a refund to the guest.,NULL,2,NULL,9529,consent,yes,_REACTION_TIME_,12443,_REACTION_TIME_,10028,id,561068b07ffc8a0012811421,id,561068b07ffc8a0012811421,_REACTION_TIME_,7731
1624526294,79d1b95f4e081a7c4748ad63130792af,AcceptabilityJudgment,315,0,dative-match2,match,DO,75,Noah sold his neighbor his bike%2C and Jasmine her roommate her car.,NULL,2,NULL,8456,consent,yes,_REACTION_TIME_,12443,_REACTION_TIME_,10028,id,561068b07ffc8a0012811421,id,561068b07ffc8a0012811421,_REACTION_TIME_,7731
1624526294,79d1b95f4e081a7c4748ad63130792af,AcceptabilityJudgment,288,0,dative-mismatch1,mismatch,DO,68,Alexander passed the salt to his wife%2C and Victoria her husband the pepper.,NULL,4,NULL,5297,consent,yes,_REACTION_TIME_,12443,_REACTION_TIME_,10028,id,561068b07ffc8a0012811421,id,561068b07ffc8a0012811421,_REACTION_TIME_,7731
1624526294,79d1b95f4e081a7c4748ad63130792af,AcceptabilityJudgment,326,0,dative-match1,match,PP,78,Nathan threw a ball to the boy%2C and Kaitlyn a Frisbee to the dog.,NULL,2,NULL,3898,consent,yes,_REACTION_TIME_,12443,_REACTION_TIME_,10028,id,561068b07ffc8a0012811421,id,561068b07ffc8a0012811421,_REACTION_TIME_,7731
1624526294,79d1b95f4e081a7c4748ad63130792af,AcceptabilityJudgment,309,0,dative-mismatch2,mismatch,PP,73,Ethan rented the family the house%2C and Morgan the room to the couple.,NULL,3,NULL,4525,consent,yes,_REACTION_TIME_,12443,_REACTION_TIME_,10028,id,561068b07ffc8a0012811421,id,561068b07ffc8a0012811421,_REACTION_TIME_,7731
1624526294,79d1b95f4e081a7c4748ad63130792af,AcceptabilityJudgment,299,0,dative-match2,match,DO,71,Austin promised the team a banquet%2C and Sydney the crew a bonus.,NULL,1,NULL,6263,consent,yes,_REACTION_TIME_,12443,_REACTION_TIME_,10028,id,561068b07ffc8a0012811421,id,561068b07ffc8a0012811421,_REACTION_TIME_,7731
