Time results were received.,MD5 hash that hopefully uniquely identifies participant.,Controller name.,Item_number.,Element number.,Type.,argument_structure,gapping,Group.,Sentence (or sentence MD5).,Question (NULL if none).,Answer.,Whether or not answer was correct (NULL if N/A).,Time taken to answer.,Field name.,Field value.,Field name._02,Field value._02,Field name._03,Field value._03,Field name._04,ID,Field name._05,Field value._05,Field name._06,Field value._06,Field name._07,Field value._07
1632725788,111335414402ec37df277e6ef349cc94,AcceptabilityJudgment,196,0,dative-mismatch2,mismatch,gapping,45,Robert offered the customer a discount%2C and Julia a refund to the guest.,NULL,4,NULL,7402,consent,yes,_REACTION_TIME_,46160,_REACTION_TIME_,15517,id,61515a6d194cefdc13e931e7,id,61515a6d194cefdc13e931e7,_REACTION_TIME_,21310,,
1632725788,111335414402ec37df277e6ef349cc94,AcceptabilityJudgment,207,0,dative-match2,match,gapping,48,Kevin taught the adults English%2C and Amanda the children Spanish.,NULL,2,NULL,9378,consent,yes,_REACTION_TIME_,46160,_REACTION_TIME_,15517,id,61515a6d194cefdc13e931e7,id,61515a6d194cefdc13e931e7,_REACTION_TIME_,21310,,
1632725788,111335414402ec37df277e6ef349cc94,AcceptabilityJudgment,206,0,dative-mismatch2-verb,mismatch,no_gapping,47,Cameron told his friends the story%2C and Nicole told the news to her parents.,NULL,5,NULL,11319,consent,yes,_REACTION_TIME_,46160,_REACTION_TIME_,15517,id,61515a6d194cefdc13e931e7,id,61515a6d194cefdc13e931e7,_REACTION_TIME_,21310,,
1632725788,111335414402ec37df277e6ef349cc94,AcceptabilityJudgment,153,0,dative-match2-verb,match,no_gapping,34,James handed the receptionist the key%2C and Megan handed the driver the suitcase.,NULL,5,NULL,8447,consent,yes,_REACTION_TIME_,46160,_REACTION_TIME_,15517,id,61515a6d194cefdc13e931e7,id,61515a6d194cefdc13e931e7,_REACTION_TIME_,21310,,
1632725788,111335414402ec37df277e6ef349cc94,AcceptabilityJudgment,180,0,dative-mismatch2,mismatch,gapping,41,Ethan rented the family the house%2C and Morgan the room to the couple.,NULL,4,NULL,6799,consent,yes,_REACTION_TIME_,46160,_REACTION_TIME_,15517,id,61515a6d194cefdc13e931e7,id,61515a6d194cefdc13e931e7,_REACTION_TIME_,21310,,
1632725788,111335414402ec37df277e6ef349cc94,AcceptabilityJudgment,191,0,dative-match2,match,gapping,44,Samuel read his father the letter%2C and Haley her mother the poem.,NULL,2,NULL,6979,consent,yes,_REACTION_TIME_,46160,_REACTION_TIME_,15517,id,61515a6d194cefdc13e931e7,id,61515a6d194cefdc13e931e7,_REACTION_TIME_,21310,,
1632727130,9f4d84069b2e5273347ddf27a486ac3f,AcceptabilityJudgment,188,0,dative-mismatch2,mismatch,gapping,43,Noah sold his neighbor his bike%2C and Jasmine her car to her roommate.,NULL,5,NULL,9648,consent,yes,_REACTION_TIME_,10497,_REACTION_TIME_,12966,id,614ff1d0d91d5409f257469d,id,614ff1d0d91d5409f257469d,_REACTION_TIME_,13127,,
1632727130,9f4d84069b2e5273347ddf27a486ac3f,AcceptabilityJudgment,151,0,dative-match2,match,gapping,34,James handed the receptionist the key%2C and Megan the driver the suitcase.,NULL,1,NULL,7664,consent,yes,_REACTION_TIME_,10497,_REACTION_TIME_,12966,id,614ff1d0d91d5409f257469d,id,614ff1d0d91d5409f257469d,_REACTION_TIME_,13127,,
1632727130,9f4d84069b2e5273347ddf27a486ac3f,AcceptabilityJudgment,198,0,dative-mismatch2-verb,mismatch,no_gapping,45,Robert offered the customer a discount%2C and Julia offered a refund to the guest.,NULL,7,NULL,6787,consent,yes,_REACTION_TIME_,10497,_REACTION_TIME_,12966,id,614ff1d0d91d5409f257469d,id,614ff1d0d91d5409f257469d,_REACTION_TIME_,13127,,
1632727130,9f4d84069b2e5273347ddf27a486ac3f,AcceptabilityJudgment,177,0,dative-match2-verb,match,no_gapping,40,Dylan mailed the buyers the catalogues%2C and Destiny mailed the clients the brochures.,NULL,7,NULL,4282,consent,yes,_REACTION_TIME_,10497,_REACTION_TIME_,12966,id,614ff1d0d91d5409f257469d,id,614ff1d0d91d5409f257469d,_REACTION_TIME_,13127,,
1632727130,9f4d84069b2e5273347ddf27a486ac3f,AcceptabilityJudgment,204,0,dative-mismatch2,mismatch,gapping,47,Cameron told his friends the story%2C and Nicole the news to her parents.,NULL,4,NULL,7341,consent,yes,_REACTION_TIME_,10497,_REACTION_TIME_,12966,id,614ff1d0d91d5409f257469d,id,614ff1d0d91d5409f257469d,_REACTION_TIME_,13127,,
1632727130,9f4d84069b2e5273347ddf27a486ac3f,AcceptabilityJudgment,183,0,dative-match2,match,gapping,42,Benjamin tossed his girlfriend his wallet%2C and Jennifer her boyfriend her bag.,NULL,3,NULL,4214,consent,yes,_REACTION_TIME_,10497,_REACTION_TIME_,12966,id,614ff1d0d91d5409f257469d,id,614ff1d0d91d5409f257469d,_REACTION_TIME_,13127,,
1632727130,9f4d84069b2e5273347ddf27a486ac3f,AcceptabilityJudgment,150,0,dative-mismatch2-verb,mismatch,no_gapping,33,Anthony gave his nephew a book%2C and Emma gave a doll to her niece.,NULL,7,NULL,3729,consent,yes,_REACTION_TIME_,10497,_REACTION_TIME_,12966,id,614ff1d0d91d5409f257469d,id,614ff1d0d91d5409f257469d,_REACTION_TIME_,13127,,
1632727130,9f4d84069b2e5273347ddf27a486ac3f,AcceptabilityJudgment,193,0,dative-match2-verb,match,no_gapping,44,Samuel read his father the letter%2C and Haley read her mother the poem.,NULL,7,NULL,3353,consent,yes,_REACTION_TIME_,10497,_REACTION_TIME_,12966,id,614ff1d0d91d5409f257469d,id,614ff1d0d91d5409f257469d,_REACTION_TIME_,13127,,
1632727130,9f4d84069b2e5273347ddf27a486ac3f,AcceptabilityJudgment,156,0,dative-mismatch2,mismatch,gapping,35,Justin lent his brother his car%2C and Grace her bicycle to her sister.,NULL,3,NULL,6318,consent,yes,_REACTION_TIME_,10497,_REACTION_TIME_,12966,id,614ff1d0d91d5409f257469d,id,614ff1d0d91d5409f257469d,_REACTION_TIME_,13127,,
1632727130,9f4d84069b2e5273347ddf27a486ac3f,AcceptabilityJudgment,199,0,dative-match2,match,gapping,46,Nathan threw the boy a ball%2C and Kaitlyn the dog a Frisbee.,NULL,2,NULL,6443,consent,yes,_REACTION_TIME_,10497,_REACTION_TIME_,12966,id,614ff1d0d91d5409f257469d,id,614ff1d0d91d5409f257469d,_REACTION_TIME_,13127,,
1632727130,9f4d84069b2e5273347ddf27a486ac3f,AcceptabilityJudgment,166,0,dative-mismatch2-verb,mismatch,no_gapping,37,Jonathan bequeathed his son the land%2C and Rachel bequeathed the mansion to her daughter.,NULL,7,NULL,4343,consent,yes,_REACTION_TIME_,10497,_REACTION_TIME_,12966,id,614ff1d0d91d5409f257469d,id,614ff1d0d91d5409f257469d,_REACTION_TIME_,13127,,
1632727130,9f4d84069b2e5273347ddf27a486ac3f,AcceptabilityJudgment,161,0,dative-match2-verb,match,no_gapping,36,Alexander passed his wife the salt%2C and Victoria passed her husband the pepper.,NULL,7,NULL,3493,consent,yes,_REACTION_TIME_,10497,_REACTION_TIME_,12966,id,614ff1d0d91d5409f257469d,id,614ff1d0d91d5409f257469d,_REACTION_TIME_,13127,,
1632727130,9f4d84069b2e5273347ddf27a486ac3f,AcceptabilityJudgment,172,0,dative-mismatch2,mismatch,gapping,39,Austin promised the team a banquet%2C and Sydney a bonus to the crew.,NULL,2,NULL,7605,consent,yes,_REACTION_TIME_,10497,_REACTION_TIME_,12966,id,614ff1d0d91d5409f257469d,id,614ff1d0d91d5409f257469d,_REACTION_TIME_,13127,,
1632727130,9f4d84069b2e5273347ddf27a486ac3f,AcceptabilityJudgment,167,0,dative-match2,match,gapping,38,Christian sent his grandfather a card%2C and Anna her grandmother flowers.,NULL,2,NULL,5603,consent,yes,_REACTION_TIME_,10497,_REACTION_TIME_,12966,id,614ff1d0d91d5409f257469d,id,614ff1d0d91d5409f257469d,_REACTION_TIME_,13127,,
1632727130,9f4d84069b2e5273347ddf27a486ac3f,AcceptabilityJudgment,182,0,dative-mismatch2-verb,mismatch,no_gapping,41,Ethan rented the family the house%2C and Morgan rented the room to the couple.,NULL,7,NULL,4073,consent,yes,_REACTION_TIME_,10497,_REACTION_TIME_,12966,id,614ff1d0d91d5409f257469d,id,614ff1d0d91d5409f257469d,_REACTION_TIME_,13127,,
1632727130,9f4d84069b2e5273347ddf27a486ac3f,AcceptabilityJudgment,209,0,dative-match2-verb,match,no_gapping,48,Kevin taught the adults English%2C and Amanda taught the children Spanish.,NULL,7,NULL,3406,consent,yes,_REACTION_TIME_,10497,_REACTION_TIME_,12966,id,614ff1d0d91d5409f257469d,id,614ff1d0d91d5409f257469d,_REACTION_TIME_,13127,,
1632727380,33d5b01b4f04e3521d29114147db7f77,AcceptabilityJudgment,184,0,dative-mismatch2,mismatch,gapping,42,Benjamin tossed his girlfriend his wallet%2C and Jennifer her bag to her boyfriend.,NULL,5,NULL,10647,consent,yes,_REACTION_TIME_,91797,_REACTION_TIME_,25504,id,6150fe121b174a3b11089737,id,6150fe121b174a3b11089737,_REACTION_TIME_,11770,,
1632727380,33d5b01b4f04e3521d29114147db7f77,AcceptabilityJudgment,194,0,dative-mismatch2-verb,mismatch,no_gapping,44,Samuel read his father the letter%2C and Haley read the poem to her mother.,NULL,7,NULL,4584,consent,yes,_REACTION_TIME_,91797,_REACTION_TIME_,25504,id,6150fe121b174a3b11089737,id,6150fe121b174a3b11089737,_REACTION_TIME_,11770,,
1632727380,33d5b01b4f04e3521d29114147db7f77,AcceptabilityJudgment,173,0,dative-match2-verb,match,no_gapping,39,Austin promised the team a banquet%2C and Sydney promised the crew a bonus.,NULL,7,NULL,5174,consent,yes,_REACTION_TIME_,91797,_REACTION_TIME_,25504,id,6150fe121b174a3b11089737,id,6150fe121b174a3b11089737,_REACTION_TIME_,11770,,
1632727380,33d5b01b4f04e3521d29114147db7f77,AcceptabilityJudgment,147,0,dative-match2,match,gapping,33,Anthony gave his nephew a book%2C and Emma her niece a doll.,NULL,4,NULL,11433,consent,yes,_REACTION_TIME_,91797,_REACTION_TIME_,25504,id,6150fe121b174a3b11089737,id,6150fe121b174a3b11089737,_REACTION_TIME_,11770,,
1632727380,33d5b01b4f04e3521d29114147db7f77,AcceptabilityJudgment,152,0,dative-mismatch2,mismatch,gapping,34,James handed the receptionist the key%2C and Megan the suitcase to the driver.,NULL,5,NULL,6776,consent,yes,_REACTION_TIME_,91797,_REACTION_TIME_,25504,id,6150fe121b174a3b11089737,id,6150fe121b174a3b11089737,_REACTION_TIME_,11770,,
1632727380,33d5b01b4f04e3521d29114147db7f77,AcceptabilityJudgment,162,0,dative-mismatch2-verb,mismatch,no_gapping,36,Alexander passed his wife the salt%2C and Victoria passed the pepper to her husband.,NULL,7,NULL,5130,consent,yes,_REACTION_TIME_,91797,_REACTION_TIME_,25504,id,6150fe121b174a3b11089737,id,6150fe121b174a3b11089737,_REACTION_TIME_,11770,,
1632727380,33d5b01b4f04e3521d29114147db7f77,AcceptabilityJudgment,189,0,dative-match2-verb,match,no_gapping,43,Noah sold his neighbor his bike%2C and Jasmine sold her roommate her car.,NULL,6,NULL,7716,consent,yes,_REACTION_TIME_,91797,_REACTION_TIME_,25504,id,6150fe121b174a3b11089737,id,6150fe121b174a3b11089737,_REACTION_TIME_,11770,,
1632727380,33d5b01b4f04e3521d29114147db7f77,AcceptabilityJudgment,195,0,dative-match2,match,gapping,45,Robert offered the customer a discount%2C and Julia the guest a refund.,NULL,4,NULL,7582,consent,yes,_REACTION_TIME_,91797,_REACTION_TIME_,25504,id,6150fe121b174a3b11089737,id,6150fe121b174a3b11089737,_REACTION_TIME_,11770,,
1632727380,33d5b01b4f04e3521d29114147db7f77,AcceptabilityJudgment,200,0,dative-mismatch2,mismatch,gapping,46,Nathan threw the boy a ball%2C and Kaitlyn a Frisbee to the dog.,NULL,4,NULL,4612,consent,yes,_REACTION_TIME_,91797,_REACTION_TIME_,25504,id,6150fe121b174a3b11089737,id,6150fe121b174a3b11089737,_REACTION_TIME_,11770,,
1632727380,33d5b01b4f04e3521d29114147db7f77,AcceptabilityJudgment,178,0,dative-mismatch2-verb,mismatch,no_gapping,40,Dylan mailed the buyers the catalogues%2C and Destiny mailed the brochures to the clients.,NULL,4,NULL,12049,consent,yes,_REACTION_TIME_,91797,_REACTION_TIME_,25504,id,6150fe121b174a3b11089737,id,6150fe121b174a3b11089737,_REACTION_TIME_,11770,,
1632727380,33d5b01b4f04e3521d29114147db7f77,AcceptabilityJudgment,205,0,dative-match2-verb,match,no_gapping,47,Cameron told his friends the story%2C and Nicole told her parents the news.,NULL,7,NULL,4031,consent,yes,_REACTION_TIME_,91797,_REACTION_TIME_,25504,id,6150fe121b174a3b11089737,id,6150fe121b174a3b11089737,_REACTION_TIME_,11770,,
1632727380,33d5b01b4f04e3521d29114147db7f77,AcceptabilityJudgment,179,0,dative-match2,match,gapping,41,Ethan rented the family the house%2C and Morgan the couple the room.,NULL,4,NULL,5440,consent,yes,_REACTION_TIME_,91797,_REACTION_TIME_,25504,id,6150fe121b174a3b11089737,id,6150fe121b174a3b11089737,_REACTION_TIME_,11770,,
1632727380,33d5b01b4f04e3521d29114147db7f77,AcceptabilityJudgment,168,0,dative-mismatch2,mismatch,gapping,38,Christian sent his grandfather a card%2C and Anna flowers to her grandmother.,NULL,5,NULL,4753,consent,yes,_REACTION_TIME_,91797,_REACTION_TIME_,25504,id,6150fe121b174a3b11089737,id,6150fe121b174a3b11089737,_REACTION_TIME_,11770,,
1632727380,33d5b01b4f04e3521d29114147db7f77,AcceptabilityJudgment,210,0,dative-mismatch2-verb,mismatch,no_gapping,48,Kevin taught the adults English%2C and Amanda taught Spanish to the children.,NULL,7,NULL,6485,consent,yes,_REACTION_TIME_,91797,_REACTION_TIME_,25504,id,6150fe121b174a3b11089737,id,6150fe121b174a3b11089737,_REACTION_TIME_,11770,,
1632727380,33d5b01b4f04e3521d29114147db7f77,AcceptabilityJudgment,157,0,dative-match2-verb,match,no_gapping,35,Justin lent his brother his car%2C and Grace lent her sister her bicycle.,NULL,7,NULL,4660,consent,yes,_REACTION_TIME_,91797,_REACTION_TIME_,25504,id,6150fe121b174a3b11089737,id,6150fe121b174a3b11089737,_REACTION_TIME_,11770,,
1632727380,33d5b01b4f04e3521d29114147db7f77,AcceptabilityJudgment,163,0,dative-match2,match,gapping,37,Jonathan bequeathed his son the land%2C and Rachel her daughter the mansion.,NULL,4,NULL,4662,consent,yes,_REACTION_TIME_,91797,_REACTION_TIME_,25504,id,6150fe121b174a3b11089737,id,6150fe121b174a3b11089737,_REACTION_TIME_,11770,,
1632727616,93ba90ecac9569d533c1a015d4e0c61e,AcceptabilityJudgment,148,0,dative-mismatch2,mismatch,gapping,33,Anthony gave his nephew a book%2C and Emma a doll to her niece.,NULL,6,NULL,5825,consent,yes,_REACTION_TIME_,88054,_REACTION_TIME_,22099,id,6148b05d2bd89df7eeb1f47b,id,6148b05d2bd89df7eeb1f47b,_REACTION_TIME_,21246,,
1632727616,93ba90ecac9569d533c1a015d4e0c61e,AcceptabilityJudgment,158,0,dative-mismatch2-verb,mismatch,no_gapping,35,Justin lent his brother his car%2C and Grace lent her bicycle to her sister.,NULL,6,NULL,6209,consent,yes,_REACTION_TIME_,88054,_REACTION_TIME_,22099,id,6148b05d2bd89df7eeb1f47b,id,6148b05d2bd89df7eeb1f47b,_REACTION_TIME_,21246,,
1632727616,93ba90ecac9569d533c1a015d4e0c61e,AcceptabilityJudgment,153,0,dative-match2-verb,match,no_gapping,34,James handed the receptionist the key%2C and Megan handed the driver the suitcase.,NULL,6,NULL,5905,consent,yes,_REACTION_TIME_,88054,_REACTION_TIME_,22099,id,6148b05d2bd89df7eeb1f47b,id,6148b05d2bd89df7eeb1f47b,_REACTION_TIME_,21246,,
1632727616,93ba90ecac9569d533c1a015d4e0c61e,AcceptabilityJudgment,207,0,dative-match2,match,gapping,48,Kevin taught the adults English%2C and Amanda the children Spanish.,NULL,6,NULL,8412,consent,yes,_REACTION_TIME_,88054,_REACTION_TIME_,22099,id,6148b05d2bd89df7eeb1f47b,id,6148b05d2bd89df7eeb1f47b,_REACTION_TIME_,21246,,
1632727616,93ba90ecac9569d533c1a015d4e0c61e,AcceptabilityJudgment,164,0,dative-mismatch2,mismatch,gapping,37,Jonathan bequeathed his son the land%2C and Rachel the mansion to her daughter.,NULL,4,NULL,15919,consent,yes,_REACTION_TIME_,88054,_REACTION_TIME_,22099,id,6148b05d2bd89df7eeb1f47b,id,6148b05d2bd89df7eeb1f47b,_REACTION_TIME_,21246,,
1632727616,93ba90ecac9569d533c1a015d4e0c61e,AcceptabilityJudgment,174,0,dative-mismatch2-verb,mismatch,no_gapping,39,Austin promised the team a banquet%2C and Sydney promised a bonus to the crew.,NULL,6,NULL,6436,consent,yes,_REACTION_TIME_,88054,_REACTION_TIME_,22099,id,6148b05d2bd89df7eeb1f47b,id,6148b05d2bd89df7eeb1f47b,_REACTION_TIME_,21246,,
1632727616,93ba90ecac9569d533c1a015d4e0c61e,AcceptabilityJudgment,169,0,dative-match2-verb,match,no_gapping,38,Christian sent his grandfather a card%2C and Anna sent her grandmother flowers.,NULL,7,NULL,7603,consent,yes,_REACTION_TIME_,88054,_REACTION_TIME_,22099,id,6148b05d2bd89df7eeb1f47b,id,6148b05d2bd89df7eeb1f47b,_REACTION_TIME_,21246,,
1632727616,93ba90ecac9569d533c1a015d4e0c61e,AcceptabilityJudgment,175,0,dative-match2,match,gapping,40,Dylan mailed the buyers the catalogues%2C and Destiny the clients the brochures.,NULL,6,NULL,10516,consent,yes,_REACTION_TIME_,88054,_REACTION_TIME_,22099,id,6148b05d2bd89df7eeb1f47b,id,6148b05d2bd89df7eeb1f47b,_REACTION_TIME_,21246,,
1632727616,93ba90ecac9569d533c1a015d4e0c61e,AcceptabilityJudgment,180,0,dative-mismatch2,mismatch,gapping,41,Ethan rented the family the house%2C and Morgan the room to the couple.,NULL,6,NULL,7298,consent,yes,_REACTION_TIME_,88054,_REACTION_TIME_,22099,id,6148b05d2bd89df7eeb1f47b,id,6148b05d2bd89df7eeb1f47b,_REACTION_TIME_,21246,,
1632727616,93ba90ecac9569d533c1a015d4e0c61e,AcceptabilityJudgment,190,0,dative-mismatch2-verb,mismatch,no_gapping,43,Noah sold his neighbor his bike%2C and Jasmine sold her car to her roommate.,NULL,5,NULL,9731,consent,yes,_REACTION_TIME_,88054,_REACTION_TIME_,22099,id,6148b05d2bd89df7eeb1f47b,id,6148b05d2bd89df7eeb1f47b,_REACTION_TIME_,21246,,
1632727616,93ba90ecac9569d533c1a015d4e0c61e,AcceptabilityJudgment,185,0,dative-match2-verb,match,no_gapping,42,Benjamin tossed his girlfriend his wallet%2C and Jennifer tossed her boyfriend her bag.,NULL,6,NULL,13906,consent,yes,_REACTION_TIME_,88054,_REACTION_TIME_,22099,id,6148b05d2bd89df7eeb1f47b,id,6148b05d2bd89df7eeb1f47b,_REACTION_TIME_,21246,,
1632727616,93ba90ecac9569d533c1a015d4e0c61e,AcceptabilityJudgment,191,0,dative-match2,match,gapping,44,Samuel read his father the letter%2C and Haley her mother the poem.,NULL,4,NULL,7710,consent,yes,_REACTION_TIME_,88054,_REACTION_TIME_,22099,id,6148b05d2bd89df7eeb1f47b,id,6148b05d2bd89df7eeb1f47b,_REACTION_TIME_,21246,,
1632727616,93ba90ecac9569d533c1a015d4e0c61e,AcceptabilityJudgment,196,0,dative-mismatch2,mismatch,gapping,45,Robert offered the customer a discount%2C and Julia a refund to the guest.,NULL,5,NULL,13338,consent,yes,_REACTION_TIME_,88054,_REACTION_TIME_,22099,id,6148b05d2bd89df7eeb1f47b,id,6148b05d2bd89df7eeb1f47b,_REACTION_TIME_,21246,,
1632727616,93ba90ecac9569d533c1a015d4e0c61e,AcceptabilityJudgment,206,0,dative-mismatch2-verb,mismatch,no_gapping,47,Cameron told his friends the story%2C and Nicole told the news to her parents.,NULL,4,NULL,1439,consent,yes,_REACTION_TIME_,88054,_REACTION_TIME_,22099,id,6148b05d2bd89df7eeb1f47b,id,6148b05d2bd89df7eeb1f47b,_REACTION_TIME_,21246,,
1632727616,93ba90ecac9569d533c1a015d4e0c61e,AcceptabilityJudgment,201,0,dative-match2-verb,match,no_gapping,46,Nathan threw the boy a ball%2C and Kaitlyn threw the dog a Frisbee.,NULL,5,NULL,2977,consent,yes,_REACTION_TIME_,88054,_REACTION_TIME_,22099,id,6148b05d2bd89df7eeb1f47b,id,6148b05d2bd89df7eeb1f47b,_REACTION_TIME_,21246,,
1632727616,93ba90ecac9569d533c1a015d4e0c61e,AcceptabilityJudgment,159,0,dative-match2,match,gapping,36,Alexander passed his wife the salt%2C and Victoria her husband the pepper.,NULL,5,NULL,7518,consent,yes,_REACTION_TIME_,88054,_REACTION_TIME_,22099,id,6148b05d2bd89df7eeb1f47b,id,6148b05d2bd89df7eeb1f47b,_REACTION_TIME_,21246,,
1632727719,8d3c279213f65cbb0129eb368b874c7a,AcceptabilityJudgment,208,0,dative-mismatch2,mismatch,gapping,48,Kevin taught the adults English%2C and Amanda Spanish to the children.,NULL,2,NULL,7195,consent,yes,_REACTION_TIME_,24921,_REACTION_TIME_,9181,id,614fa66f1216a23de257c400,id,614fa66f1216a23de257c400,_REACTION_TIME_,10779,,
1632727719,8d3c279213f65cbb0129eb368b874c7a,AcceptabilityJudgment,197,0,dative-match2-verb,match,no_gapping,45,Robert offered the customer a discount%2C and Julia offered the guest a refund.,NULL,6,NULL,6173,consent,yes,_REACTION_TIME_,24921,_REACTION_TIME_,9181,id,614fa66f1216a23de257c400,id,614fa66f1216a23de257c400,_REACTION_TIME_,10779,,
1632727719,8d3c279213f65cbb0129eb368b874c7a,AcceptabilityJudgment,170,0,dative-mismatch2-verb,mismatch,no_gapping,38,Christian sent his grandfather a card%2C and Anna sent flowers to her grandmother.,NULL,6,NULL,4316,consent,yes,_REACTION_TIME_,24921,_REACTION_TIME_,9181,id,614fa66f1216a23de257c400,id,614fa66f1216a23de257c400,_REACTION_TIME_,10779,,
1632727719,8d3c279213f65cbb0129eb368b874c7a,AcceptabilityJudgment,171,0,dative-match2,match,gapping,39,Austin promised the team a banquet%2C and Sydney the crew a bonus.,NULL,2,NULL,3393,consent,yes,_REACTION_TIME_,24921,_REACTION_TIME_,9181,id,614fa66f1216a23de257c400,id,614fa66f1216a23de257c400,_REACTION_TIME_,10779,,
1632727719,8d3c279213f65cbb0129eb368b874c7a,AcceptabilityJudgment,176,0,dative-mismatch2,mismatch,gapping,40,Dylan mailed the buyers the catalogues%2C and Destiny the brochures to the clients.,NULL,3,NULL,4473,consent,yes,_REACTION_TIME_,24921,_REACTION_TIME_,9181,id,614fa66f1216a23de257c400,id,614fa66f1216a23de257c400,_REACTION_TIME_,10779,,
1632727719,8d3c279213f65cbb0129eb368b874c7a,AcceptabilityJudgment,165,0,dative-match2-verb,match,no_gapping,37,Jonathan bequeathed his son the land%2C and Rachel bequeathed her daughter the mansion.,NULL,6,NULL,7823,consent,yes,_REACTION_TIME_,24921,_REACTION_TIME_,9181,id,614fa66f1216a23de257c400,id,614fa66f1216a23de257c400,_REACTION_TIME_,10779,,
1632727719,8d3c279213f65cbb0129eb368b874c7a,AcceptabilityJudgment,202,0,dative-mismatch2-verb,mismatch,no_gapping,46,Nathan threw the boy a ball%2C and Kaitlyn threw a Frisbee to the dog.,NULL,4,NULL,5565,consent,yes,_REACTION_TIME_,24921,_REACTION_TIME_,9181,id,614fa66f1216a23de257c400,id,614fa66f1216a23de257c400,_REACTION_TIME_,10779,,
