"sentence_id","sentence_string","condition","mean_acc","mean_surprisal","normalized_surprisal"
198,"Robert offered the customer a discount and Julia offered a refund to the guest .","dative-mismatch-nogap",0.868131868131868,7.90466349919637,0.59569996606421
199,"Nathan threw the boy a ball and Kaitlyn the dog a Frisbee .","dative-match-gap",0.659340659340659,10.0819471100202,0.774650247162254
200,"Nathan threw the boy a ball and Kaitlyn a Frisbee to the dog .","dative-mismatch-gap",0.612244897959184,9.85841276629695,0.74977224308091
201,"Nathan threw the boy a ball and Kaitlyn threw the dog a Frisbee .","dative-match-nogap",0.773109243697479,8.61667045757973,0.602336346861431
202,"Nathan threw the boy a ball and Kaitlyn threw a Frisbee to the dog .","dative-mismatch-nogap",0.775510204081633,8.71907620346174,0.63179571480732
203,"Cameron told his friends the story and Nicole her parents the news .","dative-match-gap",0.663265306122449,8.87807614986713,0.713949269911489
204,"Cameron told his friends the story and Nicole the news to her parents .","dative-mismatch-gap",0.78021978021978,8.24019352027348,0.681394144065662
205,"Cameron told his friends the story and Nicole told her parents the news .","dative-match-nogap",0.857142857142857,7.46219234807151,0.592173132290434
206,"Cameron told his friends the story and Nicole told the news to her parents .","dative-mismatch-nogap",0.739495798319328,7.26615492502848,0.583268219280839
207,"Kevin taught the adults English and Amanda the children Spanish .","dative-match-gap",0.554621848739496,9.6360012401234,0.744832253945352
208,"Kevin taught the adults English and Amanda Spanish to the children .","dative-mismatch-gap",0.540816326530612,9.62689924240112,0.727211364791956
209,"Kevin taught the adults English and Amanda taught the children Spanish .","dative-match-nogap",0.857142857142857,8.17444631457329,0.607625774240599
210,"Kevin taught the adults English and Amanda taught Spanish to the children .","dative-mismatch-nogap",0.836734693877551,8.19389267151172,0.615711615313855
