Time results were received.,MD5 hash that hopefully uniquely identifies participant.,Controller name.,Item_number.,Element number.,Type.,match_cond,second_conj_arg,Group.,Sentence (or sentence MD5).,Question (NULL if none).,Answer.,Whether or not answer was correct (NULL if N/A).,Time taken to answer.,Field name.,Field value.,Field name._02,Field value._02,Field name._03,Field value._03,Field name._04,Field value._04,Field name._05,Field value._05,Field name._06,Field value._06,Field name._07,Field value._07,Field name._08,ID,Field name._09,Field value._09,Field name._10,Field value._10
1624374910,bbdf29a8e7daa7f23cb81bccc5128fde,AcceptabilityJudgment,84,0,locative-mismatch1,mismatch,DO_substance,17,Jacob brushed the pastry with milk%2C and Emily oil over the dough.,NULL,4,NULL,5681,consent,yes,_REACTION_TIME_,11574,_REACTION_TIME_,5679,age,24,write_something,UK,gender,female,_REACTION_TIME_,10594,id,5b1fe366a93c260001444dc9,id,5b1fe366a93c260001444dc9,_REACTION_TIME_,9516
1624374910,bbdf29a8e7daa7f23cb81bccc5128fde,AcceptabilityJudgment,111,0,locative-match2,match,DO_substance,24,Joseph slathered sunscreen on his body%2C and Jessica moisturizer on her face.,NULL,6,NULL,6542,consent,yes,_REACTION_TIME_,11574,_REACTION_TIME_,5679,age,24,write_something,UK,gender,female,_REACTION_TIME_,10594,id,5b1fe366a93c260001444dc9,id,5b1fe366a93c260001444dc9,_REACTION_TIME_,9516
1624374910,bbdf29a8e7daa7f23cb81bccc5128fde,AcceptabilityJudgment,121,0,locative-mismatch2,mismatch,DO_container,26,Tyler splashed water on his face%2C and Taylor her canvas with paint.,NULL,5,NULL,9135,consent,yes,_REACTION_TIME_,11574,_REACTION_TIME_,5679,age,24,write_something,UK,gender,female,_REACTION_TIME_,10594,id,5b1fe366a93c260001444dc9,id,5b1fe366a93c260001444dc9,_REACTION_TIME_,9516
1624374910,bbdf29a8e7daa7f23cb81bccc5128fde,AcceptabilityJudgment,122,0,locative-match1,match,DO_container,27,William loaded the boat with the cargo%2C and Lauren the truck with the sack.,NULL,5,NULL,5631,consent,yes,_REACTION_TIME_,11574,_REACTION_TIME_,5679,age,24,write_something,UK,gender,female,_REACTION_TIME_,10594,id,5b1fe366a93c260001444dc9,id,5b1fe366a93c260001444dc9,_REACTION_TIME_,9516
1624374910,bbdf29a8e7daa7f23cb81bccc5128fde,AcceptabilityJudgment,116,0,locative-mismatch1,mismatch,DO_substance,25,Daniel smeared a bagel with cream cheese%2C and Elizabeth peanut butter on a cracker.,NULL,6,NULL,3368,consent,yes,_REACTION_TIME_,11574,_REACTION_TIME_,5679,age,24,write_something,UK,gender,female,_REACTION_TIME_,10594,id,5b1fe366a93c260001444dc9,id,5b1fe366a93c260001444dc9,_REACTION_TIME_,9516
1624374910,bbdf29a8e7daa7f23cb81bccc5128fde,AcceptabilityJudgment,95,0,locative-match2,match,DO_substance,20,Joshua heaped salad on the plate%2C and Ashley bread on the tray.,NULL,7,NULL,3181,consent,yes,_REACTION_TIME_,11574,_REACTION_TIME_,5679,age,24,write_something,UK,gender,female,_REACTION_TIME_,10594,id,5b1fe366a93c260001444dc9,id,5b1fe366a93c260001444dc9,_REACTION_TIME_,9516
1624374910,bbdf29a8e7daa7f23cb81bccc5128fde,AcceptabilityJudgment,105,0,locative-mismatch2,mismatch,DO_container,22,Nicholas jammed clothes into the suitcase%2C and Alexis the briefcase with papers.,NULL,6,NULL,5233,consent,yes,_REACTION_TIME_,11574,_REACTION_TIME_,5679,age,24,write_something,UK,gender,female,_REACTION_TIME_,10594,id,5b1fe366a93c260001444dc9,id,5b1fe366a93c260001444dc9,_REACTION_TIME_,9516
1624374910,bbdf29a8e7daa7f23cb81bccc5128fde,AcceptabilityJudgment,106,0,locative-match1,match,DO_container,23,Andrew packed his duffel bag with camping gear%2C and Samantha her backpack with school supplies.,NULL,7,NULL,7134,consent,yes,_REACTION_TIME_,11574,_REACTION_TIME_,5679,age,24,write_something,UK,gender,female,_REACTION_TIME_,10594,id,5b1fe366a93c260001444dc9,id,5b1fe366a93c260001444dc9,_REACTION_TIME_,9516
1624374910,bbdf29a8e7daa7f23cb81bccc5128fde,AcceptabilityJudgment,100,0,locative-mismatch1,mismatch,DO_substance,21,The doctor injected Christopherâ€™s spine with the medication%2C and the nurse the vaccine into Sarahâ€™s arm.,NULL,6,NULL,5124,consent,yes,_REACTION_TIME_,11574,_REACTION_TIME_,5679,age,24,write_something,UK,gender,female,_REACTION_TIME_,10594,id,5b1fe366a93c260001444dc9,id,5b1fe366a93c260001444dc9,_REACTION_TIME_,9516
1624374910,bbdf29a8e7daa7f23cb81bccc5128fde,AcceptabilityJudgment,127,0,locative-match2,match,DO_substance,28,Brandon sprinkled salt over the meat%2C and Alyssa sugar over the cake.,NULL,6,NULL,2767,consent,yes,_REACTION_TIME_,11574,_REACTION_TIME_,5679,age,24,write_something,UK,gender,female,_REACTION_TIME_,10594,id,5b1fe366a93c260001444dc9,id,5b1fe366a93c260001444dc9,_REACTION_TIME_,9516
1624374910,bbdf29a8e7daa7f23cb81bccc5128fde,AcceptabilityJudgment,89,0,locative-mismatch2,mismatch,DO_container,18,Michael crammed food into his mouth%2C and Hannah her bag with books.,NULL,3,NULL,4214,consent,yes,_REACTION_TIME_,11574,_REACTION_TIME_,5679,age,24,write_something,UK,gender,female,_REACTION_TIME_,10594,id,5b1fe366a93c260001444dc9,id,5b1fe366a93c260001444dc9,_REACTION_TIME_,9516
1624374910,bbdf29a8e7daa7f23cb81bccc5128fde,AcceptabilityJudgment,138,0,locative-match1,match,DO_container,31,Zachary scattered his front yard with flower seeds%2C and Brianna her backyard with garbage.,NULL,5,NULL,4630,consent,yes,_REACTION_TIME_,11574,_REACTION_TIME_,5679,age,24,write_something,UK,gender,female,_REACTION_TIME_,10594,id,5b1fe366a93c260001444dc9,id,5b1fe366a93c260001444dc9,_REACTION_TIME_,9516
1624374910,bbdf29a8e7daa7f23cb81bccc5128fde,AcceptabilityJudgment,132,0,locative-mismatch1,mismatch,DO_substance,29,Ryan sprayed the tables with disinfectant%2C and Kayla pesticide on the flowers.,NULL,5,NULL,3262,consent,yes,_REACTION_TIME_,11574,_REACTION_TIME_,5679,age,24,write_something,UK,gender,female,_REACTION_TIME_,10594,id,5b1fe366a93c260001444dc9,id,5b1fe366a93c260001444dc9,_REACTION_TIME_,9516
1624374910,bbdf29a8e7daa7f23cb81bccc5128fde,AcceptabilityJudgment,143,0,locative-match2,match,DO_substance,32,David stuffed the coins into his pocket%2C and Olivia the bills into her purse.,NULL,7,NULL,2959,consent,yes,_REACTION_TIME_,11574,_REACTION_TIME_,5679,age,24,write_something,UK,gender,female,_REACTION_TIME_,10594,id,5b1fe366a93c260001444dc9,id,5b1fe366a93c260001444dc9,_REACTION_TIME_,9516
1624374910,bbdf29a8e7daa7f23cb81bccc5128fde,AcceptabilityJudgment,137,0,locative-mismatch2,mismatch,DO_container,30,John piled the pillows on the bed%2C and Abigail the sofa with cushions.,NULL,7,NULL,15834,consent,yes,_REACTION_TIME_,11574,_REACTION_TIME_,5679,age,24,write_something,UK,gender,female,_REACTION_TIME_,10594,id,5b1fe366a93c260001444dc9,id,5b1fe366a93c260001444dc9,_REACTION_TIME_,9516
1624374910,bbdf29a8e7daa7f23cb81bccc5128fde,AcceptabilityJudgment,90,0,locative-match1,match,DO_container,19,Matthew daubed the wall with graffiti%2C and Madison the statue with paint.,NULL,6,NULL,3486,consent,yes,_REACTION_TIME_,11574,_REACTION_TIME_,5679,age,24,write_something,UK,gender,female,_REACTION_TIME_,10594,id,5b1fe366a93c260001444dc9,id,5b1fe366a93c260001444dc9,_REACTION_TIME_,9516
1624375439,0a7ee90db8f2c64494dc2d514a34aecb,AcceptabilityJudgment,106,0,locative-match1,match,DO_container,23,Andrew packed his duffel bag with camping gear%2C and Samantha her backpack with school supplies.,NULL,6,NULL,14040,consent,yes,_REACTION_TIME_,17918,_REACTION_TIME_,7271,age,20,write_something,UNITED KINGDOM,gender,female,_REACTION_TIME_,10149,id,60cfbde7d8358681f13f8fb5,id,60cfbde7d8358681f13f8fb5,_REACTION_TIME_,5404
1624375439,0a7ee90db8f2c64494dc2d514a34aecb,AcceptabilityJudgment,127,0,locative-match2,match,DO_substance,28,Brandon sprinkled salt over the meat%2C and Alyssa sugar over the cake.,NULL,7,NULL,2279,consent,yes,_REACTION_TIME_,17918,_REACTION_TIME_,7271,age,20,write_something,UNITED KINGDOM,gender,female,_REACTION_TIME_,10149,id,60cfbde7d8358681f13f8fb5,id,60cfbde7d8358681f13f8fb5,_REACTION_TIME_,5404
1624375439,0a7ee90db8f2c64494dc2d514a34aecb,AcceptabilityJudgment,121,0,locative-mismatch2,mismatch,DO_container,26,Tyler splashed water on his face%2C and Taylor her canvas with paint.,NULL,5,NULL,4909,consent,yes,_REACTION_TIME_,17918,_REACTION_TIME_,7271,age,20,write_something,UNITED KINGDOM,gender,female,_REACTION_TIME_,10149,id,60cfbde7d8358681f13f8fb5,id,60cfbde7d8358681f13f8fb5,_REACTION_TIME_,5404
1624375439,0a7ee90db8f2c64494dc2d514a34aecb,AcceptabilityJudgment,116,0,locative-mismatch1,mismatch,DO_substance,25,Daniel smeared a bagel with cream cheese%2C and Elizabeth peanut butter on a cracker.,NULL,5,NULL,3398,consent,yes,_REACTION_TIME_,17918,_REACTION_TIME_,7271,age,20,write_something,UNITED KINGDOM,gender,female,_REACTION_TIME_,10149,id,60cfbde7d8358681f13f8fb5,id,60cfbde7d8358681f13f8fb5,_REACTION_TIME_,5404
1624375439,0a7ee90db8f2c64494dc2d514a34aecb,AcceptabilityJudgment,90,0,locative-match1,match,DO_container,19,Matthew daubed the wall with graffiti%2C and Madison the statue with paint.,NULL,5,NULL,2882,consent,yes,_REACTION_TIME_,17918,_REACTION_TIME_,7271,age,20,write_something,UNITED KINGDOM,gender,female,_REACTION_TIME_,10149,id,60cfbde7d8358681f13f8fb5,id,60cfbde7d8358681f13f8fb5,_REACTION_TIME_,5404
1624375439,0a7ee90db8f2c64494dc2d514a34aecb,AcceptabilityJudgment,111,0,locative-match2,match,DO_substance,24,Joseph slathered sunscreen on his body%2C and Jessica moisturizer on her face.,NULL,5,NULL,2887,consent,yes,_REACTION_TIME_,17918,_REACTION_TIME_,7271,age,20,write_something,UNITED KINGDOM,gender,female,_REACTION_TIME_,10149,id,60cfbde7d8358681f13f8fb5,id,60cfbde7d8358681f13f8fb5,_REACTION_TIME_,5404
1624375439,0a7ee90db8f2c64494dc2d514a34aecb,AcceptabilityJudgment,105,0,locative-mismatch2,mismatch,DO_container,22,Nicholas jammed clothes into the suitcase%2C and Alexis the briefcase with papers.,NULL,7,NULL,2649,consent,yes,_REACTION_TIME_,17918,_REACTION_TIME_,7271,age,20,write_something,UNITED KINGDOM,gender,female,_REACTION_TIME_,10149,id,60cfbde7d8358681f13f8fb5,id,60cfbde7d8358681f13f8fb5,_REACTION_TIME_,5404
1624375439,0a7ee90db8f2c64494dc2d514a34aecb,AcceptabilityJudgment,84,0,locative-mismatch1,mismatch,DO_substance,17,Jacob brushed the pastry with milk%2C and Emily oil over the dough.,NULL,6,NULL,1824,consent,yes,_REACTION_TIME_,17918,_REACTION_TIME_,7271,age,20,write_something,UNITED KINGDOM,gender,female,_REACTION_TIME_,10149,id,60cfbde7d8358681f13f8fb5,id,60cfbde7d8358681f13f8fb5,_REACTION_TIME_,5404
1624375439,0a7ee90db8f2c64494dc2d514a34aecb,AcceptabilityJudgment,122,0,locative-match1,match,DO_container,27,William loaded the boat with the cargo%2C and Lauren the truck with the sack.,NULL,6,NULL,1902,consent,yes,_REACTION_TIME_,17918,_REACTION_TIME_,7271,age,20,write_something,UNITED KINGDOM,gender,female,_REACTION_TIME_,10149,id,60cfbde7d8358681f13f8fb5,id,60cfbde7d8358681f13f8fb5,_REACTION_TIME_,5404
1624375439,0a7ee90db8f2c64494dc2d514a34aecb,AcceptabilityJudgment,95,0,locative-match2,match,DO_substance,20,Joshua heaped salad on the plate%2C and Ashley bread on the tray.,NULL,6,NULL,2110,consent,yes,_REACTION_TIME_,17918,_REACTION_TIME_,7271,age,20,write_something,UNITED KINGDOM,gender,female,_REACTION_TIME_,10149,id,60cfbde7d8358681f13f8fb5,id,60cfbde7d8358681f13f8fb5,_REACTION_TIME_,5404
1624375439,0a7ee90db8f2c64494dc2d514a34aecb,AcceptabilityJudgment,137,0,locative-mismatch2,mismatch,DO_container,30,John piled the pillows on the bed%2C and Abigail the sofa with cushions.,NULL,7,NULL,1647,consent,yes,_REACTION_TIME_,17918,_REACTION_TIME_,7271,age,20,write_something,UNITED KINGDOM,gender,female,_REACTION_TIME_,10149,id,60cfbde7d8358681f13f8fb5,id,60cfbde7d8358681f13f8fb5,_REACTION_TIME_,5404
1624375439,0a7ee90db8f2c64494dc2d514a34aecb,AcceptabilityJudgment,100,0,locative-mismatch1,mismatch,DO_substance,21,The doctor injected Christopherâ€™s spine with the medication%2C and the nurse the vaccine into Sarahâ€™s arm.,NULL,7,NULL,2489,consent,yes,_REACTION_TIME_,17918,_REACTION_TIME_,7271,age,20,write_something,UNITED KINGDOM,gender,female,_REACTION_TIME_,10149,id,60cfbde7d8358681f13f8fb5,id,60cfbde7d8358681f13f8fb5,_REACTION_TIME_,5404
1624375439,0a7ee90db8f2c64494dc2d514a34aecb,AcceptabilityJudgment,138,0,locative-match1,match,DO_container,31,Zachary scattered his front yard with flower seeds%2C and Brianna her backyard with garbage.,NULL,5,NULL,319,consent,yes,_REACTION_TIME_,17918,_REACTION_TIME_,7271,age,20,write_something,UNITED KINGDOM,gender,female,_REACTION_TIME_,10149,id,60cfbde7d8358681f13f8fb5,id,60cfbde7d8358681f13f8fb5,_REACTION_TIME_,5404
1624375439,0a7ee90db8f2c64494dc2d514a34aecb,AcceptabilityJudgment,143,0,locative-match2,match,DO_substance,32,David stuffed the coins into his pocket%2C and Olivia the bills into her purse.,NULL,6,NULL,1490,consent,yes,_REACTION_TIME_,17918,_REACTION_TIME_,7271,age,20,write_something,UNITED KINGDOM,gender,female,_REACTION_TIME_,10149,id,60cfbde7d8358681f13f8fb5,id,60cfbde7d8358681f13f8fb5,_REACTION_TIME_,5404
1624375439,0a7ee90db8f2c64494dc2d514a34aecb,AcceptabilityJudgment,89,0,locative-mismatch2,mismatch,DO_container,18,Michael crammed food into his mouth%2C and Hannah her bag with books.,NULL,6,NULL,1145,consent,yes,_REACTION_TIME_,17918,_REACTION_TIME_,7271,age,20,write_something,UNITED KINGDOM,gender,female,_REACTION_TIME_,10149,id,60cfbde7d8358681f13f8fb5,id,60cfbde7d8358681f13f8fb5,_REACTION_TIME_,5404
1624375439,0a7ee90db8f2c64494dc2d514a34aecb,AcceptabilityJudgment,132,0,locative-mismatch1,mismatch,DO_substance,29,Ryan sprayed the tables with disinfectant%2C and Kayla pesticide on the flowers.,NULL,7,NULL,1786,consent,yes,_REACTION_TIME_,17918,_REACTION_TIME_,7271,age,20,write_something,UNITED KINGDOM,gender,female,_REACTION_TIME_,10149,id,60cfbde7d8358681f13f8fb5,id,60cfbde7d8358681f13f8fb5,_REACTION_TIME_,5404
1624375444,0a7ee90db8f2c64494dc2d514a34aecb,AcceptabilityJudgment,106,0,locative-match1,match,DO_container,23,Andrew packed his duffel bag with camping gear%2C and Samantha her backpack with school supplies.,NULL,6,NULL,14040,consent,yes,_REACTION_TIME_,17918,_REACTION_TIME_,7271,age,20,write_something,UNITED KINGDOM,gender,female,_REACTION_TIME_,10149,id,60cfbde7d8358681f13f8fb5,id,60cfbde7d8358681f13f8fb5,_REACTION_TIME_,5404
1624375444,0a7ee90db8f2c64494dc2d514a34aecb,AcceptabilityJudgment,127,0,locative-match2,match,DO_substance,28,Brandon sprinkled salt over the meat%2C and Alyssa sugar over the cake.,NULL,7,NULL,2279,consent,yes,_REACTION_TIME_,17918,_REACTION_TIME_,7271,age,20,write_something,UNITED KINGDOM,gender,female,_REACTION_TIME_,10149,id,60cfbde7d8358681f13f8fb5,id,60cfbde7d8358681f13f8fb5,_REACTION_TIME_,5404
1624375444,0a7ee90db8f2c64494dc2d514a34aecb,AcceptabilityJudgment,121,0,locative-mismatch2,mismatch,DO_container,26,Tyler splashed water on his face%2C and Taylor her canvas with paint.,NULL,5,NULL,4909,consent,yes,_REACTION_TIME_,17918,_REACTION_TIME_,7271,age,20,write_something,UNITED KINGDOM,gender,female,_REACTION_TIME_,10149,id,60cfbde7d8358681f13f8fb5,id,60cfbde7d8358681f13f8fb5,_REACTION_TIME_,5404
1624375444,0a7ee90db8f2c64494dc2d514a34aecb,AcceptabilityJudgment,116,0,locative-mismatch1,mismatch,DO_substance,25,Daniel smeared a bagel with cream cheese%2C and Elizabeth peanut butter on a cracker.,NULL,5,NULL,3398,consent,yes,_REACTION_TIME_,17918,_REACTION_TIME_,7271,age,20,write_something,UNITED KINGDOM,gender,female,_REACTION_TIME_,10149,id,60cfbde7d8358681f13f8fb5,id,60cfbde7d8358681f13f8fb5,_REACTION_TIME_,5404
1624375444,0a7ee90db8f2c64494dc2d514a34aecb,AcceptabilityJudgment,90,0,locative-match1,match,DO_container,19,Matthew daubed the wall with graffiti%2C and Madison the statue with paint.,NULL,5,NULL,2882,consent,yes,_REACTION_TIME_,17918,_REACTION_TIME_,7271,age,20,write_something,UNITED KINGDOM,gender,female,_REACTION_TIME_,10149,id,60cfbde7d8358681f13f8fb5,id,60cfbde7d8358681f13f8fb5,_REACTION_TIME_,5404
1624375444,0a7ee90db8f2c64494dc2d514a34aecb,AcceptabilityJudgment,111,0,locative-match2,match,DO_substance,24,Joseph slathered sunscreen on his body%2C and Jessica moisturizer on her face.,NULL,5,NULL,2887,consent,yes,_REACTION_TIME_,17918,_REACTION_TIME_,7271,age,20,write_something,UNITED KINGDOM,gender,female,_REACTION_TIME_,10149,id,60cfbde7d8358681f13f8fb5,id,60cfbde7d8358681f13f8fb5,_REACTION_TIME_,5404
1624375444,0a7ee90db8f2c64494dc2d514a34aecb,AcceptabilityJudgment,105,0,locative-mismatch2,mismatch,DO_container,22,Nicholas jammed clothes into the suitcase%2C and Alexis the briefcase with papers.,NULL,7,NULL,2649,consent,yes,_REACTION_TIME_,17918,_REACTION_TIME_,7271,age,20,write_something,UNITED KINGDOM,gender,female,_REACTION_TIME_,10149,id,60cfbde7d8358681f13f8fb5,id,60cfbde7d8358681f13f8fb5,_REACTION_TIME_,5404
1624375444,0a7ee90db8f2c64494dc2d514a34aecb,AcceptabilityJudgment,84,0,locative-mismatch1,mismatch,DO_substance,17,Jacob brushed the pastry with milk%2C and Emily oil over the dough.,NULL,6,NULL,1824,consent,yes,_REACTION_TIME_,17918,_REACTION_TIME_,7271,age,20,write_something,UNITED KINGDOM,gender,female,_REACTION_TIME_,10149,id,60cfbde7d8358681f13f8fb5,id,60cfbde7d8358681f13f8fb5,_REACTION_TIME_,5404
1624375444,0a7ee90db8f2c64494dc2d514a34aecb,AcceptabilityJudgment,122,0,locative-match1,match,DO_container,27,William loaded the boat with the cargo%2C and Lauren the truck with the sack.,NULL,6,NULL,1902,consent,yes,_REACTION_TIME_,17918,_REACTION_TIME_,7271,age,20,write_something,UNITED KINGDOM,gender,female,_REACTION_TIME_,10149,id,60cfbde7d8358681f13f8fb5,id,60cfbde7d8358681f13f8fb5,_REACTION_TIME_,5404
1624375444,0a7ee90db8f2c64494dc2d514a34aecb,AcceptabilityJudgment,95,0,locative-match2,match,DO_substance,20,Joshua heaped salad on the plate%2C and Ashley bread on the tray.,NULL,6,NULL,2110,consent,yes,_REACTION_TIME_,17918,_REACTION_TIME_,7271,age,20,write_something,UNITED KINGDOM,gender,female,_REACTION_TIME_,10149,id,60cfbde7d8358681f13f8fb5,id,60cfbde7d8358681f13f8fb5,_REACTION_TIME_,5404
1624375444,0a7ee90db8f2c64494dc2d514a34aecb,AcceptabilityJudgment,137,0,locative-mismatch2,mismatch,DO_container,30,John piled the pillows on the bed%2C and Abigail the sofa with cushions.,NULL,7,NULL,1647,consent,yes,_REACTION_TIME_,17918,_REACTION_TIME_,7271,age,20,write_something,UNITED KINGDOM,gender,female,_REACTION_TIME_,10149,id,60cfbde7d8358681f13f8fb5,id,60cfbde7d8358681f13f8fb5,_REACTION_TIME_,5404
